"","FN13","FN23"
"ENSG00000248676","ENSG00000248676","ENSG00000248676"
"ENSG00000248685","ENSG00000248685","ENSG00000248685"
"ENSG00000248705","ENSG00000248705","ENSG00000248705"
"ENSG00000248709","ENSG00000248709","ENSG00000248709"
"ENSG00000248712","ENSG00000248712","CCDC153"
"ENSG00000248714","ENSG00000248714","ENSG00000248714"
"ENSG00000248734","ENSG00000248734","ENSG00000248734"
"ENSG00000248740","ENSG00000248740","ENSG00000248740"
"ENSG00000248810","ENSG00000248810","LINC02432"
"ENSG00000248863","ENSG00000248863","ENSG00000248863"
"ENSG00000248866","ENSG00000248866","USP46-DT"
"ENSG00000248873","ENSG00000248873","ENSG00000248873"
"ENSG00000248884","ENSG00000248884","ENSG00000248884"
"ENSG00000248886","ENSG00000248886","UGT2A3P7"
"ENSG00000248890","ENSG00000248890","HHIP-AS1"
"ENSG00000248896","ENSG00000248896","LOC102723313"
"ENSG00000248898","ENSG00000248898","ENSG00000248898"
"ENSG00000248905","ENSG00000248905","FMN1"
"ENSG00000248923","ENSG00000248923","MTND5P11"
"ENSG00000248932","ENSG00000248932","LOC100507291"
"ENSG00000249007","ENSG00000249007","ENSG00000249007"
"ENSG00000249036","ENSG00000249036","ENSG00000249036"
"ENSG00000249042","ENSG00000249042","ENSG00000249042"
"ENSG00000249050","ENSG00000249050","ENSG00000249050"
"ENSG00000249087","ENSG00000249087","ZNF436-AS1"
"ENSG00000249096","ENSG00000249096","ENSG00000249096"
"ENSG00000249115","ENSG00000249115","HAUS5"
"ENSG00000249119","ENSG00000249119","MTND6P4"
"ENSG00000249138","ENSG00000249138","SLED1"
"ENSG00000249158","ENSG00000249158","PCDHA11"
"ENSG00000249173","ENSG00000249173","LINC01093"
"ENSG00000249198","ENSG00000249198","ENSG00000249198"
"ENSG00000249201","ENSG00000249201","CTD-3080P12.3"
"ENSG00000249207","ENSG00000249207","ENSG00000249207"
"ENSG00000249242","ENSG00000249242","TMEM150C"
"ENSG00000249244","ENSG00000249244","ENSG00000249244"
"ENSG00000249249","ENSG00000249249","ENSG00000249249"
"ENSG00000249264","ENSG00000249264","ENSG00000249264"
"ENSG00000249267","ENSG00000249267","LINC00939"
"ENSG00000249274","ENSG00000249274","PDLIM1P4"
"ENSG00000249345","ENSG00000249345","LINC02405"
"ENSG00000249348","ENSG00000249348","UGDH-AS1"
"ENSG00000249352","ENSG00000249352","ENSG00000249352"
"ENSG00000249353","ENSG00000249353","ENSG00000249353"
"ENSG00000249364","ENSG00000249364","LOC101928858"
"ENSG00000249379","ENSG00000249379","LOC105375095"
"ENSG00000249395","ENSG00000249395","CASC9"
"ENSG00000249437","ENSG00000249437","NAIP"
"ENSG00000249456","ENSG00000249456","ENSG00000249456"
"ENSG00000249459","ENSG00000249459","ZNF286B"
"ENSG00000249464","ENSG00000249464","LINC01091"
"ENSG00000249471","ENSG00000249471","ZNF324B"
"ENSG00000249476","ENSG00000249476","LOC285638"
"ENSG00000249502","ENSG00000249502","ENSG00000249502"
"ENSG00000249565","ENSG00000249565","ENSG00000249565"
"ENSG00000249592","ENSG00000249592","LOC100129917"
"ENSG00000249602","ENSG00000249602","ENSG00000249602"
"ENSG00000249637","ENSG00000249637","ENSG00000249637"
"ENSG00000249661","ENSG00000249661","ENSG00000249661"
"ENSG00000249669","ENSG00000249669","ENSG00000249669"
"ENSG00000249673","ENSG00000249673","ENSG00000249673"
"ENSG00000249684","ENSG00000249684","ENSG00000249684"
"ENSG00000249685","ENSG00000249685","ENSG00000249685"
"ENSG00000249700","ENSG00000249700","SRD5A3-AS1"
"ENSG00000249740","ENSG00000249740","LINC01265"
"ENSG00000249746","ENSG00000249746","ENSG00000249746"
"ENSG00000249751","ENSG00000249751","ECSCR"
"ENSG00000249771","ENSG00000249771","ENSG00000249771"
"ENSG00000249780","ENSG00000249780","ENSG00000249780"
"ENSG00000249790","ENSG00000249790","ENSG00000249790"
"ENSG00000249825","ENSG00000249825","THBS4-AS1"
"ENSG00000249846","ENSG00000249846","LINC02021"
"ENSG00000249852","ENSG00000249852","ENSG00000249852"
"ENSG00000249855","ENSG00000249855","EEF1A1P19"
"ENSG00000249859","ENSG00000249859","PVT1"
"ENSG00000249863","ENSG00000249863","ENSG00000249863"
"ENSG00000249884","ENSG00000249884","RNF103-CHMP3"
"ENSG00000249898","ENSG00000249898","ENSG00000249898"
"ENSG00000249915","ENSG00000249915","PDCD6"
"ENSG00000249936","ENSG00000249936","ENSG00000249936"
"ENSG00000249948","ENSG00000249948","GBA3"
"ENSG00000249992","ENSG00000249992","TMEM158"
"ENSG00000250012","ENSG00000250012","ENSG00000250012"
"ENSG00000250056","ENSG00000250056","LINC01018"
"ENSG00000250067","ENSG00000250067","YJEFN3"
"ENSG00000250091","ENSG00000250091","ENSG00000250091"
"ENSG00000250131","ENSG00000250131","ENSG00000250131"
"ENSG00000250132","ENSG00000250132","ENSG00000250132"
"ENSG00000250138","ENSG00000250138","LOC728488"
"ENSG00000250159","ENSG00000250159","ENSG00000250159"
"ENSG00000250182","ENSG00000250182","ENSG00000250182"
"ENSG00000250237","ENSG00000250237","ENSG00000250237"
"ENSG00000250251","ENSG00000250251","PKD1P6"
"ENSG00000250266","ENSG00000250266","LINC01612"
"ENSG00000250282","ENSG00000250282","ENSG00000250282"
"ENSG00000250290","ENSG00000250290","ENSG00000250290"
"ENSG00000250295","ENSG00000250295","RDH10-AS1"
"ENSG00000250303","ENSG00000250303","LINC02762"
"ENSG00000250305","ENSG00000250305","TRMT9B"
"ENSG00000250312","ENSG00000250312","ZNF718"
"ENSG00000250317","ENSG00000250317","SMIM20"
"ENSG00000250326","ENSG00000250326","LOC105377623"
"ENSG00000250327","ENSG00000250327","RPSAP70"
"ENSG00000250328","ENSG00000250328","MGC32805"
"ENSG00000250333","ENSG00000250333","ENSG00000250333"
"ENSG00000250337","ENSG00000250337","PURPL"
"ENSG00000250343","ENSG00000250343","ENSG00000250343"
"ENSG00000250362","ENSG00000250362","ENSG00000250362"
"ENSG00000250365","ENSG00000250365","LOC101927124"
"ENSG00000250387","ENSG00000250387","ENSG00000250387"
"ENSG00000250397","ENSG00000250397","ENSG00000250397"
"ENSG00000250412","ENSG00000250412","KLHL2P1"
"ENSG00000250436","ENSG00000250436","LINC02499"
"ENSG00000250461","ENSG00000250461","ENSG00000250461"
"ENSG00000250462","ENSG00000250462","ENSG00000250462"
"ENSG00000250474","ENSG00000250474","ENSG00000250474"
"ENSG00000250479","ENSG00000250479","CHCHD10"
"ENSG00000250508","ENSG00000250508","LINC02701"
"ENSG00000250510","ENSG00000250510","GPR162"
"ENSG00000250519","ENSG00000250519","ENSG00000250519"
"ENSG00000250535","ENSG00000250535","ENSG00000250535"
"ENSG00000250539","ENSG00000250539","KRT8P33"
"ENSG00000250548","ENSG00000250548","LINC01303"
"ENSG00000250564","ENSG00000250564","LOC102546229"
"ENSG00000250565","ENSG00000250565","ATP6V1E2"
"ENSG00000250569","ENSG00000250569","NTAN1P2"
"ENSG00000250571","ENSG00000250571","GLI4"
"ENSG00000250602","ENSG00000250602","ENSG00000250602"
"ENSG00000250608","ENSG00000250608","LOC339874"
"ENSG00000250616","ENSG00000250616","ENSG00000250616"
"ENSG00000250634","ENSG00000250634","LINC01182"
"ENSG00000250644","ENSG00000250644","ENSG00000250644"
"ENSG00000250696","ENSG00000250696","LOC105377267"
"ENSG00000250722","ENSG00000250722","SELENOP"
"ENSG00000250742","ENSG00000250742","LINC02381"
"ENSG00000250746","ENSG00000250746","LOC100288073"
"ENSG00000250771","ENSG00000250771","LOC100419170"
"ENSG00000250786","ENSG00000250786","SNHG18"
"ENSG00000250799","ENSG00000250799","PRODH2"
"ENSG00000250802","ENSG00000250802","ZBED3-AS1"
"ENSG00000250899","ENSG00000250899","ENSG00000250899"
"ENSG00000250903","ENSG00000250903","ENSG00000250903"
"ENSG00000250934","ENSG00000250934","ENSG00000250934"
"ENSG00000250959","ENSG00000250959","GLUD1P3"
"ENSG00000250988","ENSG00000250988","SNHG21"
"ENSG00000250995","ENSG00000250995","ENSG00000250995"
"ENSG00000251000","ENSG00000251000","ENSG00000251000"
"ENSG00000251022","ENSG00000251022","THAP9-AS1"
"ENSG00000251034","ENSG00000251034","ENSG00000251034"
"ENSG00000251049","ENSG00000251049","ENSG00000251049"
"ENSG00000251074","ENSG00000251074","ENSG00000251074"
"ENSG00000251079","ENSG00000251079","ENSG00000251079"
"ENSG00000251129","ENSG00000251129","ENSG00000251129"
"ENSG00000251136","ENSG00000251136","LOC101929709"
"ENSG00000251139","ENSG00000251139","ENSG00000251139"
"ENSG00000251165","ENSG00000251165","F11-AS1"
"ENSG00000251169","ENSG00000251169","LINC01843"
"ENSG00000251177","ENSG00000251177","LOC100422024"
"ENSG00000251179","ENSG00000251179","TMEM92-AS1"
"ENSG00000251192","ENSG00000251192","ZNF674"
"ENSG00000251209","ENSG00000251209","LINC00923"
"ENSG00000251230","ENSG00000251230","ENSG00000251230"
"ENSG00000251247","ENSG00000251247","ZNF345"
"ENSG00000251301","ENSG00000251301","LINC02384"
"ENSG00000251322","ENSG00000251322","SHANK3"
"ENSG00000251359","ENSG00000251359","WWC2-AS2"
"ENSG00000251364","ENSG00000251364","LOC100506258"
"ENSG00000251369","ENSG00000251369","ZNF550"
"ENSG00000251393","ENSG00000251393","ENSG00000251393"
"ENSG00000251396","ENSG00000251396","ENSG00000251396"
"ENSG00000251409","ENSG00000251409","ENSG00000251409"
"ENSG00000251411","ENSG00000251411","ENSG00000251411"
"ENSG00000251414","ENSG00000251414","ENSG00000251414"
"ENSG00000251417","ENSG00000251417","ENSG00000251417"
"ENSG00000251424","ENSG00000251424","ENSG00000251424"
"ENSG00000251432","ENSG00000251432","LINC02615"
"ENSG00000251442","ENSG00000251442","ENSG00000251442"
"ENSG00000251443","ENSG00000251443","LINC02160"
"ENSG00000251448","ENSG00000251448","ENSG00000251448"
"ENSG00000251474","ENSG00000251474","RPL32P3"
"ENSG00000251546","ENSG00000251546","IGKV1D-39"
"ENSG00000251562","ENSG00000251562","MALAT1"
"ENSG00000251580","ENSG00000251580","LINC02482"
"ENSG00000251584","ENSG00000251584","ENSG00000251584"
"ENSG00000251595","ENSG00000251595","ABCA11P"
"ENSG00000251602","ENSG00000251602","LOC100507437"
"ENSG00000251615","ENSG00000251615","ENSG00000251615"
"ENSG00000251637","ENSG00000251637","ENSG00000251637"
"ENSG00000251661","ENSG00000251661","ENSG00000251661"
"ENSG00000251669","ENSG00000251669","FAM86EP"
"ENSG00000251685","ENSG00000251685","LOC101929773"
"ENSG00000251867","ENSG00000251867","ENSG00000251867"
"ENSG00000253102","ENSG00000253102","ENSG00000253102"
"ENSG00000253106","ENSG00000253106","ENSG00000253106"
"ENSG00000253111","ENSG00000253111","ENSG00000253111"
"ENSG00000253159","ENSG00000253159","PCDHGA12"
"ENSG00000253177","ENSG00000253177","LOC101926956"
"ENSG00000253194","ENSG00000253194","ENSG00000253194"
"ENSG00000253196","ENSG00000253196","ENSG00000253196"
"ENSG00000253199","ENSG00000253199","LINC02153"
"ENSG00000253200","ENSG00000253200","ENSG00000253200"
"ENSG00000253210","ENSG00000253210","ENSG00000253210"
"ENSG00000253214","ENSG00000253214","LOC105375924"
"ENSG00000253250","ENSG00000253250","C8orf88"
"ENSG00000253251","ENSG00000253251","SHLD3"
"ENSG00000253276","ENSG00000253276","CCDC71L"
"ENSG00000253284","ENSG00000253284","ENSG00000253284"
"ENSG00000253295","ENSG00000253295","LOC101928093"
"ENSG00000253301","ENSG00000253301","LINC01606"
"ENSG00000253304","ENSG00000253304","TMEM200B"
"ENSG00000253305","ENSG00000253305","PCDHGB6"
"ENSG00000253309","ENSG00000253309","SERPINE3"
"ENSG00000253311","ENSG00000253311","LINC01847"
"ENSG00000253313","ENSG00000253313","C1orf210"
"ENSG00000253320","ENSG00000253320","ENSG00000253320"
"ENSG00000253330","ENSG00000253330","ENSG00000253330"
"ENSG00000253339","ENSG00000253339","ENSG00000253339"
"ENSG00000253341","ENSG00000253341","ENSG00000253341"
"ENSG00000253352","ENSG00000253352","TUG1"
"ENSG00000253357","ENSG00000253357","ENSG00000253357"
"ENSG00000253368","ENSG00000253368","TRNP1"
"ENSG00000253392","ENSG00000253392","ENSG00000253392"
"ENSG00000253406","ENSG00000253406","ENSG00000253406"
"ENSG00000253428","ENSG00000253428","LINC01942"
"ENSG00000253438","ENSG00000253438","PCAT1"
"ENSG00000253485","ENSG00000253485","PCDHGA5"
"ENSG00000253522","ENSG00000253522","MIR3142HG"
"ENSG00000253525","ENSG00000253525","ENSG00000253525"
"ENSG00000253537","ENSG00000253537","PCDHGA7"
"ENSG00000253540","ENSG00000253540","ENSG00000253540"
"ENSG00000253549","ENSG00000253549","ENSG00000253549"
"ENSG00000253552","ENSG00000253552","ENSG00000253552"
"ENSG00000253557","ENSG00000253557","ENSG00000253557"
"ENSG00000253570","ENSG00000253570","ENSG00000253570"
"ENSG00000253598","ENSG00000253598","SLC10A5"
"ENSG00000253626","ENSG00000253626","EIF5AL1"
"ENSG00000253636","ENSG00000253636","ENSG00000253636"
"ENSG00000253641","ENSG00000253641","LINCR-0001"
"ENSG00000253649","ENSG00000253649","ENSG00000253649"
"ENSG00000253666","ENSG00000253666","ENSG00000253666"
"ENSG00000253669","ENSG00000253669","ENSG00000253669"
"ENSG00000253671","ENSG00000253671","LOC101930275"
"ENSG00000253686","ENSG00000253686","LINC01484"
"ENSG00000253710","ENSG00000253710","ALG11"
"ENSG00000253716","ENSG00000253716","MINCR"
"ENSG00000253719","ENSG00000253719","ATXN7L3B"
"ENSG00000253729","ENSG00000253729","PRKDC"
"ENSG00000253731","ENSG00000253731","PCDHGA6"
"ENSG00000253738","ENSG00000253738","OTUD6B-AS1"
"ENSG00000253755","ENSG00000253755","ENSG00000253755"
"ENSG00000253764","ENSG00000253764","LOC101928058"
"ENSG00000253771","ENSG00000253771","ENSG00000253771"
"ENSG00000253813","ENSG00000253813","ENSG00000253813"
"ENSG00000253816","ENSG00000253816","ENSG00000253816"
"ENSG00000253819","ENSG00000253819","ENSG00000253819"
"ENSG00000253821","ENSG00000253821","ENSG00000253821"
"ENSG00000253846","ENSG00000253846","PCDHGA10"
"ENSG00000253854","ENSG00000253854","ENSG00000253854"
"ENSG00000253873","ENSG00000253873","PCDHGA11"
"ENSG00000253878","ENSG00000253878","ENSG00000253878"
"ENSG00000253882","ENSG00000253882","LOC154761"
"ENSG00000253888","ENSG00000253888","ENSG00000253888"
"ENSG00000253893","ENSG00000253893","ENSG00000253893"
"ENSG00000253910","ENSG00000253910","PCDHGB2"
"ENSG00000253919","ENSG00000253919","ENSG00000253919"
"ENSG00000253930","ENSG00000253930","ENSG00000253930"
"ENSG00000253944","ENSG00000253944","ENSG00000253944"
"ENSG00000253948","ENSG00000253948","VPS13B-DT"
"ENSG00000253953","ENSG00000253953","PCDHGB4"
"ENSG00000253955","ENSG00000253955","LOC285593"
"ENSG00000253958","ENSG00000253958","CLDN23"
"ENSG00000253967","ENSG00000253967","LOC101926892"
"ENSG00000253981","ENSG00000253981","ALG1L13P"
"ENSG00000253982","ENSG00000253982","LOC101927752"
"ENSG00000253988","ENSG00000253988","ENSG00000253988"
"ENSG00000253998","ENSG00000253998","IGKV2-29"
"ENSG00000254004","ENSG00000254004","ZNF260"
"ENSG00000254042","ENSG00000254042","ENSG00000254042"
"ENSG00000254054","ENSG00000254054","ENSG00000254054"
"ENSG00000254087","ENSG00000254087","LYN"
"ENSG00000254093","ENSG00000254093","PINX1"
"ENSG00000254109","ENSG00000254109","RBPMS-AS1"
"ENSG00000254122","ENSG00000254122","PCDHGB7"
"ENSG00000254154","ENSG00000254154","SEC16B"
"ENSG00000254162","ENSG00000254162","ENSG00000254162"
"ENSG00000254165","ENSG00000254165","ENSG00000254165"
"ENSG00000254166","ENSG00000254166","PCAT2"
"ENSG00000254206","ENSG00000254206","NPIPB11"
"ENSG00000254211","ENSG00000254211","LINC01485"
"ENSG00000254231","ENSG00000254231","LOC105375624"
"ENSG00000254237","ENSG00000254237","ENSG00000254237"
"ENSG00000254245","ENSG00000254245","PCDHGA3"
"ENSG00000254285","ENSG00000254285","KRT8P3"
"ENSG00000254343","ENSG00000254343","ENSG00000254343"
"ENSG00000254395","ENSG00000254395","IGHV4-55"
"ENSG00000254413","ENSG00000254413","CHKB-CPT1B"
"ENSG00000254415","ENSG00000254415","SIGLEC14"
"ENSG00000254416","ENSG00000254416","ENSG00000254416"
"ENSG00000254428","ENSG00000254428","ENSG00000254428"
"ENSG00000254469","ENSG00000254469","LOC100133315"
"ENSG00000254470","ENSG00000254470","AP5B1"
"ENSG00000254473","ENSG00000254473","LOC105376114"
"ENSG00000254480","ENSG00000254480","LINC02749"
"ENSG00000254503","ENSG00000254503","HMGB3P29"
"ENSG00000254505","ENSG00000254505","CHMP4A"
"ENSG00000254521","ENSG00000254521","SIGLEC12"
"ENSG00000254531","ENSG00000254531","FLJ20021"
"ENSG00000254535","ENSG00000254535","PABPC4L"
"ENSG00000254536","ENSG00000254536","ENSG00000254536"
"ENSG00000254550","ENSG00000254550","OMP"
"ENSG00000254554","ENSG00000254554","ENSG00000254554"
"ENSG00000254595","ENSG00000254595","ENSG00000254595"
"ENSG00000254602","ENSG00000254602","ENSG00000254602"
"ENSG00000254605","ENSG00000254605","ENSG00000254605"
"ENSG00000254607","ENSG00000254607","LOC101929427"
"ENSG00000254612","ENSG00000254612","DNAJB6P1"
"ENSG00000254614","ENSG00000254614","LOC728975"
"ENSG00000254615","ENSG00000254615","ENSG00000254615"
"ENSG00000254632","ENSG00000254632","ENSG00000254632"
"ENSG00000254635","ENSG00000254635","ENSG00000254635"
"ENSG00000254645","ENSG00000254645","ENSG00000254645"
"ENSG00000254681","ENSG00000254681","PKD1P5"
"ENSG00000254682","ENSG00000254682","ENSG00000254682"
"ENSG00000254685","ENSG00000254685","FPGT"
"ENSG00000254701","ENSG00000254701","ENSG00000254701"
"ENSG00000254703","ENSG00000254703","SENCR"
"ENSG00000254704","ENSG00000254704","LOC643709"
"ENSG00000254718","ENSG00000254718","LOC101927702"
"ENSG00000254726","ENSG00000254726","MEX3A"
"ENSG00000254783","ENSG00000254783","LOC100289518"
"ENSG00000254810","ENSG00000254810","ENSG00000254810"
"ENSG00000254815","ENSG00000254815","LMNTD2-AS1"
"ENSG00000254827","ENSG00000254827","SLC22A18AS"
"ENSG00000254837","ENSG00000254837","LOC100287896"
"ENSG00000254838","ENSG00000254838","GVINP1"
"ENSG00000254851","ENSG00000254851","ENSG00000254851"
"ENSG00000254858","ENSG00000254858","MPV17L2"
"ENSG00000254859","ENSG00000254859","ENSG00000254859"
"ENSG00000254860","ENSG00000254860","TMEM9B-AS1"
"ENSG00000254876","ENSG00000254876","SUGT1P4-STRA6LP"
"ENSG00000254893","ENSG00000254893","ENSG00000254893"
"ENSG00000254901","ENSG00000254901","BORCS8"
"ENSG00000254912","ENSG00000254912","ENSG00000254912"
"ENSG00000254986","ENSG00000254986","DPP3"
"ENSG00000254990","ENSG00000254990","ENSG00000254990"
"ENSG00000254995","ENSG00000254995","STX16-NPEPL1"
"ENSG00000254996","ENSG00000254996","ANKHD1-EIF4EBP3"
"ENSG00000254999","ENSG00000254999","BRK1"
"ENSG00000255026","ENSG00000255026","ENSG00000255026"
"ENSG00000255031","ENSG00000255031","ENSG00000255031"
"ENSG00000255046","ENSG00000255046","ENSG00000255046"
"ENSG00000255050","ENSG00000255050","ENSG00000255050"
"ENSG00000255062","ENSG00000255062","ENSG00000255062"
"ENSG00000255071","ENSG00000255071","SAA2-SAA4"
"ENSG00000255100","ENSG00000255100","LOC101928837"
"ENSG00000255112","ENSG00000255112","CHMP1B"
"ENSG00000255121","ENSG00000255121","ENSG00000255121"
"ENSG00000255135","ENSG00000255135","ENSG00000255135"
"ENSG00000255139","ENSG00000255139","ENSG00000255139"
"ENSG00000255142","ENSG00000255142","ENSG00000255142"
"ENSG00000255145","ENSG00000255145","ENSG00000255145"
"ENSG00000255150","ENSG00000255150","EID3"
"ENSG00000255153","ENSG00000255153","TOLLIP-AS1"
"ENSG00000255182","ENSG00000255182","ENSG00000255182"
"ENSG00000255191","ENSG00000255191","ENSG00000255191"
"ENSG00000255197","ENSG00000255197","ENSG00000255197"
"ENSG00000255198","ENSG00000255198","SNHG9"
"ENSG00000255200","ENSG00000255200","ENSG00000255200"
"ENSG00000255224","ENSG00000255224","ENSG00000255224"
"ENSG00000255240","ENSG00000255240","LOC283194"
"ENSG00000255248","ENSG00000255248","MIR100HG"
"ENSG00000255277","ENSG00000255277","ABCC6P2"
"ENSG00000255282","ENSG00000255282","WTAPP1"
"ENSG00000255284","ENSG00000255284","LOC171391"
"ENSG00000255302","ENSG00000255302","EID1"
"ENSG00000255310","ENSG00000255310","ENSG00000255310"
"ENSG00000255320","ENSG00000255320","ENSG00000255320"
"ENSG00000255328","ENSG00000255328","ENSG00000255328"
"ENSG00000255337","ENSG00000255337","LOC101928424"
"ENSG00000255394","ENSG00000255394","C8orf49"
"ENSG00000255398","ENSG00000255398","HCAR3"
"ENSG00000255422","ENSG00000255422","LOC105369519"
"ENSG00000255423","ENSG00000255423","EBLN2"
"ENSG00000255458","ENSG00000255458","ENSG00000255458"
"ENSG00000255468","ENSG00000255468","LOC102724064"
"ENSG00000255471","ENSG00000255471","ENSG00000255471"
"ENSG00000255491","ENSG00000255491","LOC105375743"
"ENSG00000255495","ENSG00000255495","ENSG00000255495"
"ENSG00000255507","ENSG00000255507","UVRAG-DT"
"ENSG00000255508","ENSG00000255508","TUT1"
"ENSG00000255517","ENSG00000255517","LOC101928069"
"ENSG00000255529","ENSG00000255529","POLR2M"
"ENSG00000255545","ENSG00000255545","B3GAT1-DT"
"ENSG00000255561","ENSG00000255561","FDXACB1"
"ENSG00000255568","ENSG00000255568","BRWD1-AS2"
"ENSG00000255585","ENSG00000255585","LOC651337"
"ENSG00000255642","ENSG00000255642","ENSG00000255642"
"ENSG00000255650","ENSG00000255650","FAM222A-AS1"
"ENSG00000255690","ENSG00000255690","TRIL"
"ENSG00000255717","ENSG00000255717","SNHG1"
"ENSG00000255760","ENSG00000255760","LINC02422"
"ENSG00000255769","ENSG00000255769","ENSG00000255769"
"ENSG00000255823","ENSG00000255823","MTRNR2L8"
"ENSG00000255857","ENSG00000255857","ENSG00000255857"
"ENSG00000255874","ENSG00000255874","PRECSIT"
"ENSG00000255960","ENSG00000255960","ENSG00000255960"
"ENSG00000255968","ENSG00000255968","ENSG00000255968"
"ENSG00000255974","ENSG00000255974","CYP2A6"
"ENSG00000255980","ENSG00000255980","LOC102724265"
