"","original.FBgn","updated.FBgn","Entrez.NCBI.gene.ID","Symbol","KEGG.ID","cluster","mt","Chromosome","Location"
"FBgn0034753","FBgn0034753","FBgn0034753","37591","CG2852","dme:Dmel_CG2852",4,0,"2R",-22644645
"FBgn0034755","FBgn0034755","FBgn0034755","37593","CG3746","dme:Dmel_CG3746",0,0,"2R",-22649117
"FBgn0034756","FBgn0034756","FBgn0034756","37594","Cyp6d2","dme:Dmel_CG4373",2,0,"2R",-22652572
"FBgn0034761","FBgn0034761","FBgn0034761","37599","CG4250","dme:Dmel_CG4250",0,0,"2R",22663691
"FBgn0034763","FBgn0034763","FBgn0034763","37601","RYBP","dme:Dmel_CG12190",0,0,"2R",22670764
"FBgn0034766","FBgn0034766","FBgn0034766","37605","Obp59a","dme:Dmel_CG13517",0,0,"2R",22702694
"FBgn0034768","FBgn0034768","FBgn0034768","37607","Obp58b","dme:Dmel_CG13518",0,0,"2R",22704703
"FBgn0034774","FBgn0034774","FBgn0034774","37613","CG13526","dme:Dmel_CG13526",1,0,"2R",22755218
"FBgn0034776","FBgn0034776","FBgn0034776","37615","CG13527","dme:Dmel_CG13527",1,0,"2R",22763705
"FBgn0034784","FBgn0034784","FBgn0034784","37625","CG9826","dme:Dmel_CG9826",0,0,"2R",22840738
"FBgn0034786","FBgn0034786","FBgn0034786","37627","CG13531","dme:Dmel_CG13531",3,0,"2R",-22847831
"FBgn0034788","FBgn0034788","FBgn0034788","37632","CG13532","dme:Dmel_CG13532",0,0,"2R",22871189
"FBgn0034789","FBgn0034789","FBgn0034789","37633","PIP5K59B","dme:Dmel_CG3682",0,0,"2R",22874768
"FBgn0034791","FBgn0034791","FBgn0034791","37635","EMC8-9","dme:Dmel_CG3501",0,0,"2R",-22881321
"FBgn0034792","FBgn0034792","FBgn0034792","37636","YME1L","dme:Dmel_CG3499",4,0,"2R",-22882975
"FBgn0034793","FBgn0034793","FBgn0034793","37637","asrij","dme:Dmel_CG13533",0,0,"2R",22886397
"FBgn0031464","FBgn0031464","FBgn0283531","33477","Duox","dme:Dmel_CG3131",0,0,"2L",-2815969
"FBgn0034795","FBgn0034795","FBgn0034795","37639","MED23","dme:Dmel_CG3695",5,0,"2R",22888927
"FBgn0034796","FBgn0034796","FBgn0034796","37640","CG3700","dme:Dmel_CG3700",5,0,"2R",22894434
"FBgn0034797","FBgn0034797","FBgn0034797","37641","nahoda","dme:Dmel_CG12781",0,0,"2R",22896173
"FBgn0034800","FBgn0034800","FBgn0034800","37644","CG3788","dme:Dmel_CG3788",1,0,"2R",-22932034
"FBgn0034802","FBgn0034802","FBgn0034802","37646","CNBP","dme:Dmel_CG3800",0,0,"2R",-22934568
"FBgn0034803","FBgn0034803","FBgn0034803","37647","CG9849","dme:Dmel_CG9849",0,0,"2R",22937278
"FBgn0034804","FBgn0034804","FBgn0034804","37648","CG3831","dme:Dmel_CG3831",0,0,"2R",-22938986
"FBgn0034807","FBgn0034807","FBgn0034807","37651","CG9897","dme:Dmel_CG9897",0,0,"2R",-22985419
"FBgn0034808","FBgn0034808","FBgn0034808","37652","CG9896","dme:Dmel_CG9896",3,0,"2R",-22993668
"FBgn0034814","FBgn0034814","FBgn0034814","37659","CG9890","dme:Dmel_CG9890",0,0,"2R",-23062746
"FBgn0034816","FBgn0034816","FBgn0034816","37663","CG3085","dme:Dmel_CG3085",1,0,"2R",23075066
"FBgn0034817","FBgn0034817","FBgn0034817","37664","Art7","dme:Dmel_CG9882",0,0,"2R",-23076687
"FBgn0034820","FBgn0034820","FBgn0034820","37667","CG13538","dme:Dmel_CG13538",1,0,"2R",23087176
"FBgn0034821","FBgn0034821","FBgn0034821","37668","CG9876","dme:Dmel_CG9876",0,0,"2R",-23090099
"FBgn0034822","FBgn0034822","FBgn0034822","37669","RpL37b","dme:Dmel_CG9873",1,0,"2R",-23100056
"FBgn0034824","FBgn0034824","FBgn0034824","37671","Klp59C","dme:Dmel_CG3219",1,0,"2R",-23123922
"FBgn0034825","FBgn0034825","FBgn0034825","37672","CG3215","dme:Dmel_CG3215",1,0,"2R",-23128603
"FBgn0034826","FBgn0034826","FBgn0034826","37673","CG13544","dme:Dmel_CG13544",1,0,"2R",-23139079
"FBgn0034827","FBgn0034827","FBgn0034827","37674","Klp59D","dme:Dmel_CG12192",1,0,"2R",23141998
"FBgn0034829","FBgn0034829","FBgn0034829","37676","CG9899","dme:Dmel_CG9899",1,0,"2R",23153853
"FBgn0034833","FBgn0034833","FBgn0034833","37680","CG13539","dme:Dmel_CG13539",1,0,"2R",23184407
"FBgn0034834","FBgn0034834","FBgn0034834","37681","LS2","dme:Dmel_CG3162",1,0,"2R",-23210129
"FBgn0034835","FBgn0034835","FBgn0034835","37682","CG3092","dme:Dmel_CG3092",1,0,"2R",23232625
"FBgn0034837","FBgn0034837","FBgn0034837","37684","RpL22-like","dme:Dmel_CG9871",1,0,"2R",-23246609
"FBgn0034838","FBgn0034838","FBgn0034838","37685","CG12782","dme:Dmel_CG12782",1,0,"2R",-23264268
"FBgn0034839","FBgn0034839","FBgn0034839","37686","CG13540","dme:Dmel_CG13540",1,0,"2R",23270476
"FBgn0034840","FBgn0034840","FBgn0034840","37688","CG3124","dme:Dmel_CG3124",1,0,"2R",-23282742
"FBgn0034841","FBgn0034841","FBgn0034841","37689","CG13541","dme:Dmel_CG13541",1,0,"2R",23284226
"FBgn0034842","FBgn0034842","FBgn0034842","37690","Prosbeta5R1","dme:Dmel_CG9868",1,0,"2R",-23308653
"FBgn0034844","FBgn0034844","FBgn0034844","37692","CG9861","dme:Dmel_CG9861",1,0,"2R",23323658
"FBgn0034846","FBgn0034846","FBgn0034846","37694","CG9863","dme:Dmel_CG9863",1,0,"2R",23346634
"FBgn0034849","FBgn0034849","FBgn0034849","37697","CG3500","dme:Dmel_CG3500",0,0,"2R",-23356371
"FBgn0034850","FBgn0034850","FBgn0034850","37698","CG9875","dme:Dmel_CG9875",1,0,"2R",23357659
"FBgn0034853","FBgn0034853","FBgn0034853","37701","Ice1","dme:Dmel_CG13550",0,0,"2R",23366865
"FBgn0034854","FBgn0034854","FBgn0034854","37702","Golgin245","dme:Dmel_CG3493",5,0,"2R",-23371359
"FBgn0034856","FBgn0034856","FBgn0034856","37704","yellow-d2","dme:Dmel_CG9891",3,0,"2R",23381196
"FBgn0034858","FBgn0034858","FBgn0034858","37706","eIF2Bdelta","dme:Dmel_CG10315",0,0,"2R",23386520
"FBgn0034859","FBgn0034859","FBgn0034859","37708","CG3520","dme:Dmel_CG3520",3,0,"2R",-23396769
"FBgn0034860","FBgn0034860","FBgn0034860","37709","CG9812","dme:Dmel_CG9812",5,0,"2R",-23412319
"FBgn0034861","FBgn0034861","FBgn0034861","37710","CG9815","dme:Dmel_CG9815",0,0,"2R",-23421520
"FBgn0034863","FBgn0034863","FBgn0034863","37713","SkpF","dme:Dmel_CG12227",1,0,"2R",-23458064
"FBgn0034865","FBgn0034865","FBgn0034865","37715","Or59b","dme:Dmel_CG3569",4,0,"2R",-23470164
"FBgn0034866","FBgn0034866","FBgn0034866","37716","Or59c","dme:Dmel_CG17226",0,0,"2R",-23472299
"FBgn0034867","FBgn0034867","FBgn0034867","37717","CG13557","dme:Dmel_CG13557",4,0,"2R",-23475697
"FBgn0034869","FBgn0034869","FBgn0034869","37719","CG13558","dme:Dmel_CG13558",1,0,"2R",23499650
"FBgn0034870","FBgn0034870","FBgn0034870","37720","CG13559","dme:Dmel_CG13559",0,0,"2R",23502945
"FBgn0034871","FBgn0034871","FBgn0034871","37721","CG3906","dme:Dmel_CG3906",3,0,"2R",-23511285
"FBgn0034876","FBgn0034876","FBgn0034876","37727","wmd","dme:Dmel_CG3957",0,0,"2R",-23544822
"FBgn0034877","FBgn0034877","FBgn0034877","37728","levy","dme:Dmel_CG17280",5,0,"2R",23548238
"FBgn0034878","FBgn0034878","FBgn0034878","37730","pita","dme:Dmel_CG3941",0,0,"2R",-23548966
"FBgn0034879","FBgn0034879","FBgn0034879","37731","Rrp4","dme:Dmel_CG3931",0,0,"2R",-23555017
"FBgn0034880","FBgn0034880","FBgn0034880","37732","ItgaPS5","dme:Dmel_CG5372",0,0,"2R",23556671
"FBgn0034882","FBgn0034882","FBgn0034882","37736","Eglp1","dme:Dmel_CG5398",1,0,"2R",23602584
"FBgn0034883","FBgn0034883","FBgn0034883","37737","Eglp2","dme:Dmel_CG17664",2,0,"2R",-23603721
"FBgn0034884","FBgn0034884","FBgn0034884","37738","Eglp3","dme:Dmel_CG17662",0,0,"2R",-23605690
"FBgn0034885","FBgn0034885","FBgn0034885","37739","Eglp4","dme:Dmel_CG4019",5,0,"2R",-23607591
"FBgn0034887","FBgn0034887","FBgn0034887","37742","St1","dme:Dmel_CG5428",0,0,"2R",23681622
"FBgn0034893","FBgn0034893","FBgn0034893","37750","mRpL43","dme:Dmel_CG5479",0,0,"2R",23698104
"FBgn0034894","FBgn0034894","FBgn0034894","37751","sigmar","dme:Dmel_CG4091",5,0,"2R",-23698948
"FBgn0034897","FBgn0034897","FBgn0034897","37755","Sesn","dme:Dmel_CG11299",3,0,"2R",23713899
"FBgn0034898","FBgn0034898","FBgn0034898","37756","CG18128","dme:Dmel_CG18128",1,0,"2R",-23718797
"FBgn0034901","FBgn0034901","FBgn0034901","37760","CG11300","dme:Dmel_CG11300",0,0,"2R",23751914
"FBgn0034902","FBgn0034902","FBgn0034902","37761","CG5532","dme:Dmel_CG5532",5,0,"2R",23752753
"FBgn0034903","FBgn0034903","FBgn0034903","37762","sona","dme:Dmel_CG9850",0,0,"2R",-23753713
"FBgn0034904","FBgn0034904","FBgn0034904","37763","CG15800","dme:Dmel_CG15800",1,0,"2R",-23790613
"FBgn0034907","FBgn0034907","FBgn0034907","37766","CG5539","dme:Dmel_CG5539",1,0,"2R",23804810
"FBgn0034908","FBgn0034908","FBgn0034908","37768","CG5543","dme:Dmel_CG5543",0,0,"2R",23809235
"FBgn0034909","FBgn0034909","FBgn0034909","37770","CG4797","dme:Dmel_CG4797",3,0,"2R",-23812184
"FBgn0034910","FBgn0034910","FBgn0034910","37771","CG4763","dme:Dmel_CG4763",0,0,"2R",-23823356
"FBgn0034911","FBgn0034911","FBgn0034911","37772","GlyT","dme:Dmel_CG5549",0,0,"2R",23820353
"FBgn0034913","FBgn0034913","FBgn0034913","37774","Snap29","dme:Dmel_CG11173",0,0,"2R",-23843482
"FBgn0034914","FBgn0034914","FBgn0034914","37775","CG5554","dme:Dmel_CG5554",0,0,"2R",23845000
"FBgn0034915","FBgn0034915","FBgn0034915","37776","eIF6","dme:Dmel_CG17611",0,0,"2R",-23849245
"FBgn0034918","FBgn0034918","FBgn0034918","37780","Pym","dme:Dmel_CG30176",0,0,"2R",-23855953
"FBgn0034919","FBgn0034919","FBgn0034919","37783","CG5569","dme:Dmel_CG5569",0,0,"2R",23865413
"FBgn0034920","FBgn0034920","FBgn0034920","37789","CG5597","dme:Dmel_CG5597",0,0,"2R",23886972
"FBgn0034921","FBgn0034921","FBgn0034921","37790","DCP1","dme:Dmel_CG11183",0,0,"2R",-23888763
"FBgn0034923","FBgn0034923","FBgn0034923","37792","Upf3","dme:Dmel_CG11184",0,0,"2R",-23893065
"FBgn0034924","FBgn0034924","FBgn0034924","37793","CG17658","dme:Dmel_CG17658",0,0,"2R",23895062
"FBgn0034925","FBgn0034925","FBgn0034925","37794","CG5339","dme:Dmel_CG5339",0,0,"2R",-23896895
"FBgn0034928","FBgn0034928","FBgn0034928","37797","CG13562","dme:Dmel_CG13562",0,0,"2R",23903749
"FBgn0034933","FBgn0034933","FBgn0034933","37803","CG3735","dme:Dmel_CG3735",0,0,"2R",-23937394
"FBgn0034935","FBgn0034935","FBgn0034935","37806","Orcokinin","dme:Dmel_CG13565",0,0,"2R",-23946958
"FBgn0034936","FBgn0034936","FBgn0034936","37807","CG2970","dme:Dmel_CG2970",0,0,"2R",23949200
"FBgn0034937","FBgn0034937","FBgn0034937","37808","fzr2","dme:Dmel_CG16783",1,0,"2R",23950646
"FBgn0034938","FBgn0034938","FBgn0034938","37809","CG3803","dme:Dmel_CG3803",0,0,"2R",-23952512
"FBgn0034939","FBgn0034939","FBgn0034939","37810","thoc5","dme:Dmel_CG2980",0,0,"2R",23954090
"FBgn0034940","FBgn0034940","FBgn0034940","37811","CG16787","dme:Dmel_CG16787",0,0,"2R",-23956334
"FBgn0034942","FBgn0034942","FBgn0034942","37813","CG13566","dme:Dmel_CG13566",0,0,"2R",-23961476
"FBgn0034943","FBgn0034943","FBgn0034943","37814","Fmo-1","dme:Dmel_CG3006",0,0,"2R",23962955
"FBgn0034945","FBgn0034945","FBgn0034945","37817","CG10904","dme:Dmel_CG10904",0,0,"2R",-23969060
"FBgn0034946","FBgn0034946","FBgn0034946","37818","CG3065","dme:Dmel_CG3065",0,0,"2R",23970304
"FBgn0034948","FBgn0034948","FBgn0034948","37820","PPP1R15","dme:Dmel_CG3825",0,0,"2R",-23975598
"FBgn0034950","FBgn0034950","FBgn0034950","37824","Pask","dme:Dmel_CG3105",0,0,"2R",23988737
"FBgn0034951","FBgn0034951","FBgn0034951","37825","CG3860","dme:Dmel_CG3860",0,0,"2R",-23992137
"FBgn0034956","FBgn0034956","FBgn0034956","37830","CG4324","dme:Dmel_CG4324",0,0,"2R",-24014916
"FBgn0034957","FBgn0034957","FBgn0034957","37831","CG3121","dme:Dmel_CG3121",1,0,"2R",24017420
"FBgn0034958","FBgn0034958","FBgn0034958","37832","CG3907","dme:Dmel_CG3907",5,0,"2R",-24019897
"FBgn0034959","FBgn0034959","FBgn0034959","37833","CG11388","dme:Dmel_CG11388",0,0,"2R",24022342
"FBgn0034961","FBgn0034961","FBgn0034961","37836","CG3163","dme:Dmel_CG3163",0,0,"2R",24029316
"FBgn0034962","FBgn0034962","FBgn0034962","37838","MAN1","dme:Dmel_CG3167",4,0,"2R",24034224
"FBgn0034963","FBgn0034963","FBgn0034963","37839","Not11","dme:Dmel_CG13567",0,0,"2R",-24036719
"FBgn0034964","FBgn0034964","FBgn0034964","37840","IntS1","dme:Dmel_CG3173",0,0,"2R",24037942
"FBgn0034965","FBgn0034965","FBgn0034965","37844","ppk29","dme:Dmel_CG13568",0,0,"2R",-24052916
"FBgn0034966","FBgn0034966","FBgn0034966","37845","CG13563","dme:Dmel_CG13563",0,0,"2R",24055305
"FBgn0031376","FBgn0031376","FBgn0267972","33369","Der-1","dme:Dmel_CG10908",5,0,"2L",1973956
"FBgn0034968","FBgn0034968","FBgn0034968","45329","RpL12","dme:Dmel_CG3195",5,0,"2R",24060377
"FBgn0034970","FBgn0034970","FBgn0034970","37851","yki","dme:Dmel_CG4005",0,0,"2R",-24065974
"FBgn0034971","FBgn0034971","FBgn0034971","37852","CG3209","dme:Dmel_CG3209",0,0,"2R",24069049
"FBgn0034972","FBgn0034972","FBgn0034972","37854","CG10339","dme:Dmel_CG10339",0,0,"2R",-24078233
"FBgn0034973","FBgn0034973","FBgn0034973","37855","CG13564","dme:Dmel_CG13564",1,0,"2R",24080924
"FBgn0034974","FBgn0034974","FBgn0034974","37856","CG16786","dme:Dmel_CG16786",0,0,"2R",24081781
"FBgn0034975","FBgn0034975","FBgn0034975","37859","enok","dme:Dmel_CG11290",5,0,"2R",24099209
"FBgn0034976","FBgn0034976","FBgn0034976","37860","CG4049","dme:Dmel_CG4049",0,0,"2R",-24107087
"FBgn0034978","FBgn0034978","FBgn0034978","37862","CG3257","dme:Dmel_CG3257",0,0,"2R",24116791
"FBgn0034982","FBgn0034982","FBgn0034982","37866","Naa35","dme:Dmel_CG4065",0,0,"2R",-24135179
"FBgn0034985","FBgn0034985","FBgn0034985","37871","CG3328","dme:Dmel_CG3328",0,0,"2R",24162488
"FBgn0034986","FBgn0034986","FBgn0034986","37872","mRpS17","dme:Dmel_CG4326",0,0,"2R",-24173664
"FBgn0034988","FBgn0034988","FBgn0034988","37875","cN-IIIB","dme:Dmel_CG3362",5,0,"2R",24195497
"FBgn0034989","FBgn0034989","FBgn0034989","37876","CG3356","dme:Dmel_CG3356",0,0,"2R",24197823
"FBgn0034990","FBgn0034990","FBgn0034990","37877","CG11406","dme:Dmel_CG11406",0,0,"2R",-24202090
"FBgn0034996","FBgn0034996","FBgn0034996","37883","CG13575","dme:Dmel_CG13575",0,0,"2R",24255326
"FBgn0034997","FBgn0034997","FBgn0034997","37884","CG3376","dme:Dmel_CG3376",4,0,"2R",24258012
"FBgn0034998","FBgn0034998","FBgn0034998","37885","CG13577","dme:Dmel_CG13577",1,0,"2R",-24267376
"FBgn0034999","FBgn0034999","FBgn0034999","37887","CG3394","dme:Dmel_CG3394",0,0,"2R",24294096
"FBgn0035000","FBgn0035000","FBgn0035000","37891","CG13578","dme:Dmel_CG13578",0,0,"2R",24377830
"FBgn0035001","FBgn0035001","FBgn0035001","37893","Slik","dme:Dmel_CG4527",5,0,"2R",-24392128
"FBgn0035003","FBgn0035003","FBgn0035003","37898","CG15873","dme:Dmel_CG15873",1,0,"2R",-24429577
"FBgn0035004","FBgn0035004","FBgn0035004","37899","Pgam5-2","dme:Dmel_CG15874",0,0,"2R",-24431343
"FBgn0035005","FBgn0035005","FBgn0035005","37900","CG3483","dme:Dmel_CG3483",1,0,"2R",24445499
"FBgn0035006","FBgn0035006","FBgn0035006","37901","CG4563","dme:Dmel_CG4563",0,0,"2R",-24451083
"FBgn0035007","FBgn0035007","FBgn0035007","37902","CG3492","dme:Dmel_CG3492",1,0,"2R",24472711
"FBgn0035008","FBgn0035008","FBgn0035008","37903","CG3494","dme:Dmel_CG3494",1,0,"2R",24474298
"FBgn0035009","FBgn0035009","FBgn0035009","37904","CG16837","dme:Dmel_CG16837",1,0,"2R",24475385
"FBgn0035014","FBgn0035014","FBgn0035014","37911","CG13581","dme:Dmel_CG13581",1,0,"2R",24506869
"FBgn0035016","FBgn0035016","FBgn0035016","37914","CG4612","dme:Dmel_CG4612",5,0,"2R",-24523704
"FBgn0035020","FBgn0035020","FBgn0035020","37918","CG13585","dme:Dmel_CG13585",0,0,"2R",24531593
"FBgn0035021","FBgn0035021","FBgn0035021","37919","CG4622","dme:Dmel_CG4622",0,0,"2R",-24533373
"FBgn0035023","FBgn0035023","FBgn0035023","37921","ITP","dme:Dmel_CG13586",3,0,"2R",24539940
"FBgn0035024","FBgn0035024","FBgn0035024","37923","CG11414","dme:Dmel_CG11414",0,0,"2R",24561606
"FBgn0035025","FBgn0035025","FBgn0035025","37924","uri","dme:Dmel_CG11416",0,0,"2R",24565553
"FBgn0035026","FBgn0035026","FBgn0035026","37925","Fcp1","dme:Dmel_CG12252",0,0,"2R",-24567986
"FBgn0035027","FBgn0035027","FBgn0035027","37926","CG3511","dme:Dmel_CG3511",0,0,"2R",24571626
"FBgn0035028","FBgn0035028","FBgn0035028","37927","Start1","dme:Dmel_CG3522",0,0,"2R",24574558
"FBgn0035032","FBgn0035032","FBgn0035032","37931","ATPsynF","dme:Dmel_CG4692",5,0,"2R",-24599087
"FBgn0035033","FBgn0035033","FBgn0035033","37932","CG3548","dme:Dmel_CG3548",0,0,"2R",24599946
"FBgn0035034","FBgn0035034","FBgn0035034","37933","CG3565","dme:Dmel_CG3565",1,0,"2R",24602471
"FBgn0035035","FBgn0035035","FBgn0035035","37934","CG3570","dme:Dmel_CG3570",0,0,"2R",24603571
"FBgn0035036","FBgn0035036","FBgn0035036","37935","CG4707","dme:Dmel_CG4707",1,0,"2R",-24604594
"FBgn0035039","FBgn0035039","FBgn0035039","37938","Adck","dme:Dmel_CG3608",5,0,"2R",24611702
"FBgn0035040","FBgn0035040","FBgn0035040","37939","CG4741","dme:Dmel_CG4741",0,0,"2R",-24610800
"FBgn0035041","FBgn0035041","FBgn0035041","37940","CG13594","dme:Dmel_CG13594",0,0,"2R",-24615422
"FBgn0035042","FBgn0035042","FBgn0035042","37942","CG3640","dme:Dmel_CG3640",0,0,"2R",24639687
"FBgn0035043","FBgn0035043","FBgn0035043","37943","CG4781","dme:Dmel_CG4781",2,0,"2R",-24640682
"FBgn0035044","FBgn0035044","FBgn0035044","37944","CG3663","dme:Dmel_CG3663",5,0,"2R",24661502
"FBgn0035046","FBgn0035046","FBgn0035046","37946","ND-19","dme:Dmel_CG3683",5,0,"2R",24664397
"FBgn0035047","FBgn0035047","FBgn0035047","37947","Pof","dme:Dmel_CG3691",1,0,"2R",24669396
"FBgn0035049","FBgn0035049","FBgn0035049","37949","Mmp1","dme:Dmel_CG4859",3,0,"2R",-24671293
"FBgn0035050","FBgn0035050","FBgn0035050","37950","ST6Gal","dme:Dmel_CG4871",0,0,"2R",-24691421
"FBgn0035056","FBgn0035056","FBgn0035056","37956","spz6","dme:Dmel_CG9196",0,0,"2R",24757377
"FBgn0035057","FBgn0035057","FBgn0035057","37957","CG3880","dme:Dmel_CG3880",0,0,"2R",24760663
"FBgn0035059","FBgn0035059","FBgn0035059","37959","CG3894","dme:Dmel_CG3894",0,0,"2R",24763166
"FBgn0035060","FBgn0035060","FBgn0035060","37961","Eps-15","dme:Dmel_CG16932",0,0,"2R",-24768313
"FBgn0035063","FBgn0035063","FBgn0035063","37964","CG3594","dme:Dmel_CG3594",0,0,"2R",24780916
"FBgn0035064","FBgn0035064","FBgn0035064","37965","TyrRS-m","dme:Dmel_CG16912",0,0,"2R",-24781725
"FBgn0035065","FBgn0035065","FBgn0035065","37966","CG3589","dme:Dmel_CG3589",0,0,"2R",24783554
"FBgn0035069","FBgn0035069","FBgn0035069","37972","CG3611","dme:Dmel_CG3611",1,0,"2R",24798797
"FBgn0035073","FBgn0035073","FBgn0035073","37977","CG16896","dme:Dmel_CG16896",4,0,"2R",-24871406
"FBgn0035076","FBgn0035076","FBgn0035076","37980","Ance-5","dme:Dmel_CG10142",2,0,"2R",-24888627
"FBgn0035078","FBgn0035078","FBgn0035078","37983","Tpc2","dme:Dmel_CG2857",1,0,"2R",-24897901
"FBgn0035082","FBgn0035082","FBgn0035082","37988","CG2811","dme:Dmel_CG2811",0,0,"2R",-24939705
"FBgn0035083","FBgn0035083","FBgn0035083","37989","Tina-1","dme:Dmel_CG2803",5,0,"2R",-24940624
"FBgn0035084","FBgn0035084","FBgn0035084","37990","CG15861","dme:Dmel_CG15861",0,0,"2R",-24943391
"FBgn0035085","FBgn0035085","FBgn0035085","37991","CG3770","dme:Dmel_CG3770",0,0,"2R",24945138
"FBgn0035086","FBgn0035086","FBgn0035086","37993","CG12851","dme:Dmel_CG12851",2,0,"2R",24948644
"FBgn0035087","FBgn0035087","FBgn0035087","37994","CG2765","dme:Dmel_CG2765",5,0,"2R",-24959840
"FBgn0035088","FBgn0035088","FBgn0035088","37996","CG3776","dme:Dmel_CG3776",0,0,"2R",24969810
"FBgn0035089","FBgn0035089","FBgn0035089","37997","Phk-3","dme:Dmel_CG9358",0,0,"2R",-24970842
"FBgn0035090","FBgn0035090","FBgn0035090","37998","CG2736","dme:Dmel_CG2736",3,0,"2R",-24973430
"FBgn0035091","FBgn0035091","FBgn0035091","38000","CG3829","dme:Dmel_CG3829",0,0,"2R",24986043
"FBgn0035092","FBgn0035092","FBgn0035092","38003","Nplp1","dme:Dmel_CG3441",0,0,"2R",25032376
"FBgn0035094","FBgn0035094","FBgn0035094","38011","CG9380","dme:Dmel_CG9380",0,0,"2R",-25183627
"FBgn0035097","FBgn0035097","FBgn0035097","38016","CG13405","dme:Dmel_CG13405",1,0,"3L",-73944
"FBgn0035099","FBgn0035099","FBgn0035099","38019","CG6845","dme:Dmel_CG6845",0,0,"3L",146432
"FBgn0035101","FBgn0035101","FBgn0035101","38021","p130CAS","dme:Dmel_CG1212",0,0,"3L",152883
"FBgn0035102","FBgn0035102","FBgn0035102","38022","CG7049","dme:Dmel_CG7049",0,0,"3L",-175111
"FBgn0035103","FBgn0035103","FBgn0035103","38023","Vdup1","dme:Dmel_CG7047",0,0,"3L",-176501
"FBgn0035104","FBgn0035104","FBgn0035104","38024","CG13875","dme:Dmel_CG13875",0,0,"3L",179922
"FBgn0035106","FBgn0035106","FBgn0035106","38027","rno","dme:Dmel_CG7036",5,0,"3L",-187985
"FBgn0035107","FBgn0035107","FBgn0035107","38028","mri","dme:Dmel_CG1216",5,0,"3L",200173
"FBgn0035109","FBgn0035109","FBgn0035109","38031","CG13876","dme:Dmel_CG13876",0,0,"3L",206133
"FBgn0035110","FBgn0035110","FBgn0035110","38033","thoc7","dme:Dmel_CG17143",0,0,"3L",-211635
"FBgn0035111","FBgn0035111","FBgn0035111","38034","Dis3l2","dme:Dmel_CG16940",0,0,"3L",212708
"FBgn0035112","FBgn0035112","FBgn0035112","38036","CG13877","dme:Dmel_CG13877",0,0,"3L",218067
"FBgn0035113","FBgn0035113","FBgn0035113","38037","pyx","dme:Dmel_CG17142",0,0,"3L",-217931
"FBgn0035120","FBgn0035120","FBgn0035120","38044","wac","dme:Dmel_CG13879",0,0,"3L",258349
"FBgn0035121","FBgn0035121","FBgn0035121","38045","Tudor-SN","dme:Dmel_CG7008",5,0,"3L",-259294
"FBgn0035122","FBgn0035122","FBgn0035122","38046","mRpL17","dme:Dmel_CG13880",0,0,"3L",264778
"FBgn0035124","FBgn0035124","FBgn0035124","38049","ttm2","dme:Dmel_CG12313",1,0,"3L",275154
"FBgn0035131","FBgn0035131","FBgn0035131","38056","mthl9","dme:Dmel_CG17084",0,0,"3L",-329821
"FBgn0035132","FBgn0035132","FBgn0035132","38057","mthl10","dme:Dmel_CG17061",2,0,"3L",-334657
"FBgn0035137","FBgn0035137","FBgn0035137","38063","CG1233","dme:Dmel_CG1233",5,0,"3L",361471
"FBgn0035138","FBgn0035138","FBgn0035138","38064","CG13884","dme:Dmel_CG13884",1,0,"3L",-365663
"FBgn0035139","FBgn0035139","FBgn0035139","38066","CG13891","dme:Dmel_CG13891",1,0,"3L",-433145
"FBgn0035140","FBgn0035140","FBgn0035140","38068","CG17180","dme:Dmel_CG17180",0,0,"3L",540937
"FBgn0035141","FBgn0035141","FBgn0035141","38069","Cypl","dme:Dmel_CG13892",0,0,"3L",-542121
"FBgn0035142","FBgn0035142","FBgn0035142","38070","Hipk","dme:Dmel_CG17090",0,0,"3L",546058
"FBgn0035143","FBgn0035143","FBgn0035143","38071","Ppm1","dme:Dmel_CG12169",1,0,"3L",581336
"FBgn0035144","FBgn0035144","FBgn0035144","38072","Kah","dme:Dmel_CG17181",2,0,"3L",-582823
"FBgn0035145","FBgn0035145","FBgn0035145","38073","MED14","dme:Dmel_CG12031",0,0,"3L",593245
"FBgn0035146","FBgn0035146","FBgn0035146","38074","CG13893","dme:Dmel_CG13893",5,0,"3L",-599093
"FBgn0035147","FBgn0035147","FBgn0035147","38076","Gale","dme:Dmel_CG12030",2,0,"3L",648773
"FBgn0035148","FBgn0035148","FBgn0035148","38077","CG3402","dme:Dmel_CG3402",0,0,"3L",-651541
"FBgn0035149","FBgn0035149","FBgn0035149","38078","MED30","dme:Dmel_CG17183",4,0,"3L",-652986
"FBgn0035150","FBgn0035150","FBgn0035150","38079","Rev1","dme:Dmel_CG12189",0,0,"3L",654362
"FBgn0035151","FBgn0035151","FBgn0035151","38080","CG17129","dme:Dmel_CG17129",1,0,"3L",-677878
