© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
ELOVL5	 	enzyme	 	0.000	bias	2.14E-02	7.49E-02	ABCG8,ELOVL6,FASN,INSIG2	 
SOD2	 	enzyme	 	-1.000	 	2.14E-02	7.49E-02	CDKN1A,MYC,ODC1,TP53	 
SEL1L	 	other	 	-1.154	 	2.14E-02	7.49E-02	DNAJB11,HSPA5,Nes,XBP1	 
PHLPP1	-0.587	enzyme	 	-1.000	 	2.14E-02	7.49E-02	CEBPD,CXCL2,FOXO1,IRS1	 
MC4R	 	G-protein coupled receptor	 	-1.982	 	2.14E-02	7.49E-02	Ccl2,FASN,FOS,TNF	 
ADRB3	 	G-protein coupled receptor	 	0.940	 	2.14E-02	7.49E-02	Ccl2,IL1B,PPARGC1A,TNF	 
PTPRE	 	phosphatase	Activated	2.000	 	2.14E-02	7.49E-02	CXCL2,Cxcl9,MARCO,STAT5A	 
SPHK1	 	kinase	 	0.873	 	2.14E-02	7.49E-02	Ccl2,CDKN1A,SOCS3,TNF	 
FABP5	 	transporter	 	-0.849	 	2.14E-02	7.49E-02	IFIT3,ISG20,RORA,VEGFA	 
C5AR2	 	G-protein coupled receptor	 	0.169	 	2.14E-02	7.49E-02	Ccl2,CXCL2,EIF2AK2,IL1B	 
TRAF2	 	enzyme	 	0.239	 	2.20E-02	7.67E-02	BIRC2,CHKA,EGFR,LILRB4,NDRG1,PPARGC1A,Serpina3g (includes others),TNF	 
TAZ	 	enzyme	 	0.651	 	2.20E-02	7.67E-02	CCN2,DUSP1,HMOX1,LDLR,MYC,PLK2,TFRC,VEGFA	 
HDAC4	 	transcription regulator	 	0.447	 	2.20E-02	7.67E-02	ATF3,ETNPPL,FOS,G6PC,HDAC5,HMGCR,IGFBP1,TNF	 
LEF1	 	transcription regulator	 	-0.194	bias	2.21E-02	7.71E-02	AXIN2,CCND1,EVI5,ID2,IKZF4,ITGB8,LONRF1,MYC,NTN4,PHLDA1,PPM1L,Prg4,PTGER2,YPEL2	 
C5	 	cytokine	 	-1.109	 	2.22E-02	7.73E-02	APCS,Ccl2,CCL3L3,CXCL2,F3,IL1B,TNF	 
GRN	 	growth factor	Inhibited	-2.057	bias	2.25E-02	7.83E-02	Ccl2,CXCL2,IL1B,TNF,XBP1	 
IL1A	 	cytokine	Activated	2.780	 	2.49E-02	8.65E-02	Ccl2,CXCL10,CXCL2,IL1B,LCN2,NFKBIZ,STAT3,TNF	 
TCOF1	 	transporter	 	 	 	2.49E-02	8.66E-02	ARL4D,AZIN1,CEBPZ,DNAJC11,HACD4,NDRG1,Nolc1,PPRC1,RBM10,RGPD4 (includes others),TXNRD1	 
CD36	 	transmembrane receptor	 	1.732	 	2.55E-02	8.85E-02	Ccl2,FASN,HSPA5,IL1B,ITGAM,PPARGC1A,TNF	 
C5AR1	1.705	G-protein coupled receptor	Activated	2.949	 	2.65E-02	9.16E-02	ATF6,C5AR1,Ccl2,CXCL2,EIF2AK3,HSPA5,IL1B,SERPINE1,TNF	 
DNMT3A	 	enzyme	 	-0.943	 	2.70E-02	9.34E-02	ACTA1,CASP4,CXCR4,E2F2,ERO1A,FOXO1,GUCY1A1,IRF1,IRF8,IRS1,JCHAIN,PCBP4,PLK2,PPP1R3C,PRDM2,RGS16,S1PR1,TGM2	 
TET3	 	enzyme	 	-1.342	 	2.73E-02	9.34E-02	ADCY9,GATA4,KLF9,SLC43A2,TGM2	 
USF1	 	transcription regulator	 	 	 	2.73E-02	9.34E-02	ABCA1,DUSP1,FASN,LDLR,SYNPO	 
FSHB	 	other	 	1.406	 	2.73E-02	9.34E-02	CCN2,CCND2,EGFR,ITGB5,SGK1	 
ANXA1	 	enzyme	 	-1.206	 	2.73E-02	9.34E-02	AKT1,IL1B,ITGAM,TSC22D3,TYMP	 
PRKCI	 	kinase	 	0.254	 	2.73E-02	9.34E-02	CXCL2,FASN,HK2,SREBF1	 
CRKL	0.348	kinase	 	1.982	bias	2.73E-02	9.34E-02	CXCL10,Cxcl11,Cxcl9,ISG20	 
ACACB	 	enzyme	 	-1.982	 	2.73E-02	9.34E-02	FASN,HMGCR,MVD,SREBF1	 
TAF4B	0.920	transcription regulator	 	-0.152	bias	2.73E-02	9.34E-02	CCN2,ITGA6,TAF4B,ZBTB16	 
RGS1	-1.493	enzyme	Activated	2.000	bias	2.73E-02	9.34E-02	CCL3L3,CXCL2,Cxcl9,IRGM	 
HNF4A	 	transcription regulator	Inhibited	-2.254	 	2.78E-02	9.51E-02	AQP8,AXIN2,CCND1,CDKN1A,CEACAM1,CLDN1,CLDN2,Crb3,CYP8B1,DSC2,EFNA1,EGR1,G6PC,GJB2,Hamp/Hamp2,HPX,HSPA5,MS4A8,MTNR1A,MYC,NR1I2,OCLN,PCK1,PDK4,SCARB1,SH3PXD2A,SRSF3,SYBU,SYNPO,TFRC,TOX,TRIM24,TRIM5,XBP1,ZFP36	 
CAV1	 	transmembrane receptor	 	0.008	 	2.80E-02	9.56E-02	ADAMTS4,CCND1,CCNE1,CDKN1A,CRNKL1,ESR1,ICAM1,ID1,KRT18,PDK2,SERPINE1,SLC20A1,SRP54,TXNL4A	 
RNA polymerase II	 	complex	 	 	 	2.84E-02	9.69E-02	CD14,CEBPA,Cxcl11,FOS,GBP2,GBP7,Ifi47,IFIT1B,IL1B,KPNA2,MYC,NMD3,OASL,OSGIN1,PCK1,SOCS3,TAP1	 
TAF4	 	transcription regulator	 	-1.026	 	2.89E-02	9.83E-02	CCN2,CCND1,CLDN1,E2F2,EGFR,GJB2,ID2,IFIT1B,IL1RN,ITGA6,MAFF,PPARGC1A,TGM1	 
ZBTB16	-1.204	transcription regulator	 	-0.322	 	2.90E-02	9.88E-02	Ccl2,CCNT2,CCR2,Cd24a,CXCL10,EIF2AK2,F13A1,ID2,ID3,KLF2,NFKBIZ,RORA,TNF,TSC22D3,ZBTB16	 
SERPINE2	 	other	Inhibited	-2.608	bias	2.92E-02	9.88E-02	Ccl2,CXCL10,Cxcl11,CXCL13,Cxcl9,IL1B,TNF	 
TIMP3	 	other	 	-1.890	 	2.92E-02	9.88E-02	FOS,SAR1A,SERPINE1,SMAD6,STAT1,STAT3,TNF	 
Ige	 	complex	Activated	2.408	bias	2.92E-02	9.88E-02	Ccl2,CCL3L3,CXCL2,IL1B,MYC,TNF	 
BAK1	 	other	Activated	2.425	bias	2.92E-02	9.88E-02	CXCL10,DNAJB9,ERO1A,TNF,TRAF3,XBP1	 
MALT1	 	peptidase	 	0.798	bias	2.92E-02	9.88E-02	CXCL2,FOXO1,IKZF4,LCN2,TNF,TRAF3	 
MARK2	 	kinase	Activated	2.449	bias	2.92E-02	9.88E-02	Cxcl11,CXCL2,IRF1,NFKBIZ,SLCO3A1,TNF	 
TRAF3	0.790	enzyme	 	-1.408	 	2.95E-02	9.88E-02	CHKA,CXCL10,CXCL2,EGFR,ICAM1,LILRB4,NDRG1,Serpina3g (includes others),TNF	 
Ccl2	2.515	cytokine	Activated	2.736	 	2.95E-02	9.88E-02	Ccl2,CCL3L3,CD14,CSF1,CXCL10,CXCL2,IL1B,TBX3,TNF	 
ERFE	 	other	 	 	 	2.98E-02	9.88E-02	Hamp/Hamp2,ID1,ID2	 
PPP1R15B	0.435	phosphatase	 	 	 	2.98E-02	9.88E-02	ATF4,CEBPG,SESN2	 
GPR132	 	G-protein coupled receptor	 	 	 	2.98E-02	9.88E-02	Ccl2,ICAM1,MRC1	 
AGT	 	growth factor	 	 	 	2.98E-02	9.88E-02	Ccl2,CXCL2,OCLN	 
PPP3CB	 	phosphatase	 	 	 	2.98E-02	9.88E-02	CDKN1A,GADD45A,RBL2	 
PIM1	0.987	kinase	 	 	 	2.98E-02	9.88E-02	AKT1,MYC,PPARGC1A	 
MAFG	 	transcription regulator	 	 	 	2.98E-02	9.88E-02	GCLC,HMOX1,TXNRD1	 
MLX	0.702	transcription regulator	 	 	 	2.98E-02	9.88E-02	Ccl2,IL1RN,TXNIP	 
S100A9	1.817	other	 	 	 	2.98E-02	9.88E-02	BACE1,ITGAM,TNF	 
INS	 	other	 	 	 	2.98E-02	9.88E-02	CCN2,FOXO1,TP53	 
PRKAR1A	 	kinase	 	 	 	2.98E-02	9.88E-02	CCND1,GATA4,TEAD1	 
Mup1 (includes others)	 	other	 	 	 	2.98E-02	9.88E-02	FASN,G6PC,PPARGC1A	 
CHRNA3	 	transmembrane receptor	 	 	 	2.98E-02	9.88E-02	CDKN1A,STAT1,TP53	 
UCHL3	 	peptidase	 	 	 	2.98E-02	9.88E-02	FASN,SREBF1,TP53	 
MIF	 	cytokine	 	1.211	 	3.00E-02	9.92E-02	Ccl2,CCND1,CXCL2,CXCR4,DUSP1,FASN,ICAM1,IL17RA,IL1B,SREBF1,TNF	 
FOXM1	 	transcription regulator	 	1.913	bias	3.00E-02	9.92E-02	CCND1,CDC25A,CDKN1A,CKS1B,MYC,Nes,NFKB2,STAT3,VEGFA,XRCC1	 
FAM3B	 	cytokine	 	 	 	3.26E-02	1.06E-01	CASP4,CDKN1A,GJA1,IER3,LCN2	 
CD3 group	 	group	 	1.342	bias	3.26E-02	1.06E-01	GBP2,HK2,KLF2,NR1I2,ODC1	 
HSP90B1	0.641	other	 	1.410	 	3.26E-02	1.06E-01	HSPA5,IL1B,TLR2,TNF,XBP1	 
PRNP	 	other	 	 	 	3.26E-02	1.06E-01	ATF4,EIF2S1,IL1B,TNF,TP53	 
CCR1	 	G-protein coupled receptor	 	-0.277	 	3.26E-02	1.06E-01	ATF4,Ccl2,CCL3L3,FOS,TNF	 
COP1	 	enzyme	 	-1.477	bias	3.26E-02	1.06E-01	ACOD1,CEBPB,CXCL10,FPR2,Saa3	 
FLT3LG	 	cytokine	 	 	 	3.26E-02	1.06E-01	CEBPA,CXCL2,CXCR4,IL1B,TNF	 
AMPK	 	complex	Inhibited	-2.395	 	3.32E-02	1.06E-01	Ccl2,CLDN1,CXCL10,EGR1,PPARGC1A,STAT1,TNF	 
LGR4	 	transmembrane receptor	 	-0.515	 	3.32E-02	1.06E-01	AXIN2,CD14,CXCL10,HAL,IL1B,MYC,TNF	 
LRP1	 	transmembrane receptor	Inhibited	-2.560	 	3.32E-02	1.06E-01	ABCG8,Ccl2,CCL3L3,CD14,IL1B,LDLR,TNF	 
NGLY1	 	enzyme	 	-0.688	 	3.39E-02	1.06E-01	ATG13,CXCL10,GABPB1,IFIT1B,IFIT3,USP18	 
VSIR	 	other	 	-1.982	 	3.42E-02	1.06E-01	Ccl2,CXCL10,Cxcl9,TNF	 
GLIS2	 	transcription regulator	 	-1.000	bias	3.42E-02	1.06E-01	Ccl2,CCN2,CXCL10,SERPINE1	 
UCP2	 	transporter	 	 	 	3.42E-02	1.06E-01	FASN,HK2,IL1B,TNF	 
TNFAIP2	1.051	other	Activated	2.000	bias	3.42E-02	1.06E-01	Cxcl11,IRF1,ISG20,SLCO3A1	 
FCER1A	 	transmembrane receptor	 	0.919	 	3.42E-02	1.06E-01	Ccl2,CCL3L3,CEBPA,TNF	 
RBP4	 	other	 	1.960	bias	3.42E-02	1.06E-01	Ccl2,IL1B,MYD88,TNF	 
SNAI2	 	transcription regulator	 	-1.000	 	3.42E-02	1.06E-01	AKT1,AXL,CCN2,STAT3	 
IFIT2	0.903	other	 	1.982	 	3.42E-02	1.06E-01	EIF2AK2,IFIT1B,IL1B,ISG15	 
Pkg	 	group	 	 	 	3.44E-02	1.06E-01	EGR1,FOS	 
BLVRA	 	enzyme	 	 	 	3.44E-02	1.06E-01	C5AR1,CXCL10	 
HTR7	 	G-protein coupled receptor	 	 	 	3.44E-02	1.06E-01	IL1B,TNF	 
PDE8A	 	enzyme	 	 	 	3.44E-02	1.06E-01	HMGCR,LDLR	 
PROM1	 	other	 	 	 	3.44E-02	1.06E-01	G6PC,PCK1	 
LRRC8E	 	ion channel	 	 	 	3.44E-02	1.06E-01	CXCL10,TNF	 
Carlr	 	other	 	 	 	3.44E-02	1.06E-01	IL1B,NFKB2	 
USE1	 	other	 	 	 	3.44E-02	1.06E-01	HSPA5,XBP1	 
Meg3	 	other	 	 	 	3.44E-02	1.06E-01	HES1,VEGFA	 
TMPRSS6	 	peptidase	 	 	 	3.44E-02	1.06E-01	Hamp/Hamp2,ID1	 
SPATA2	 	other	 	 	 	3.44E-02	1.06E-01	IL1B,TNF	 
TEX11	 	other	 	 	 	3.44E-02	1.06E-01	CCND1,FOS	 
MCOLN2	 	ion channel	 	 	 	3.44E-02	1.06E-01	Ccl2,CCL3L3	 
FLT4	 	transmembrane receptor	 	 	 	3.44E-02	1.06E-01	IL1B,TNF	 
IGSF11	 	other	 	 	 	3.44E-02	1.06E-01	GJA1,OCLN	 
Pde4	 	group	 	 	 	3.44E-02	1.06E-01	HMGCR,LDLR	 
PARG	 	enzyme	 	 	 	3.44E-02	1.06E-01	IL1B,TNF	 
NAMPT	 	cytokine	 	 	 	3.44E-02	1.06E-01	CXCL10,CXCL2	 
PMP22	 	other	 	 	 	3.44E-02	1.06E-01	ABCA1,FLOT1	 
OPRK1	 	G-protein coupled receptor	 	 	 	3.44E-02	1.06E-01	FOS,NRP1	 
PSME3	0.355	peptidase	 	 	 	3.44E-02	1.06E-01	FASN,SREBF1	 
MUC2	 	other	 	 	 	3.44E-02	1.06E-01	IL1B,TNF	 
miR-130a-3p (and other miRNAs w/seed AGUGCAA)	 	mature microRNA	 	 	 	3.44E-02	1.06E-01	CXCL2,TNF	 
HPGDS	 	enzyme	 	 	 	3.44E-02	1.06E-01	ITGAM,TNF	 
MTBP	 	other	 	 	 	3.44E-02	1.06E-01	CAD,ODC1	 
FGA	 	other	 	 	 	3.44E-02	1.06E-01	IL1B,TNF	 
GNAI3	 	enzyme	 	 	 	3.44E-02	1.06E-01	CCL3L3,TNF	 
PPM1L	0.594	phosphatase	 	 	 	3.44E-02	1.06E-01	IL1B,TNF	 
CYP8B1	-1.355	enzyme	 	 	 	3.44E-02	1.06E-01	ABCA1,ABCG8	 
A4GALT	 	enzyme	 	 	 	3.44E-02	1.06E-01	IRF1,TNF	 
FZD5	 	G-protein coupled receptor	 	 	 	3.44E-02	1.06E-01	CD14,VEGFA	 
MAP2K6	 	kinase	 	 	 	3.44E-02	1.06E-01	IRF9,ISG15	 
RAD51C	 	enzyme	 	 	 	3.44E-02	1.06E-01	ESR1,KRT18	 
CDK6	 	kinase	 	 	 	3.44E-02	1.06E-01	NFKBIZ,SOCS3	 
MMP8	 	peptidase	 	 	 	3.44E-02	1.06E-01	CCL3L3,CXCL10	 
FGF19	 	growth factor	 	 	 	3.44E-02	1.06E-01	ABCG8,SCARB1	 
TBL1X	 	transcription regulator	 	 	 	3.44E-02	1.06E-01	CXCL2,USP18	 
RND3	0.692	enzyme	 	 	 	3.44E-02	1.06E-01	HES1,VEGFA	 
HNRNPU	 	transporter	 	 	 	3.44E-02	1.06E-01	IL1B,TNF	 
PTGER3	 	G-protein coupled receptor	 	 	 	3.44E-02	1.06E-01	Ccl2,TNF	 
XPA	 	other	 	 	 	3.44E-02	1.06E-01	FOS,TNF	 
CAMK2A	 	kinase	 	 	 	3.44E-02	1.06E-01	FOS,SMN1/SMN2	 
ADORA3	 	G-protein coupled receptor	 	 	 	3.44E-02	1.06E-01	IRF1,VEGFA	 
RRM2B	 	enzyme	 	 	 	3.44E-02	1.06E-01	CDKN1A,TP53INP1	 
TBL1XR1	 	transcription regulator	 	 	 	3.44E-02	1.06E-01	CXCL2,USP18	 
TPT1	 	other	 	 	 	3.44E-02	1.06E-01	FOXO1,TP53	 
EZH2	 	transcription regulator	 	0.235	 	3.50E-02	1.07E-01	BMP1,Ccl2,CCND1,CCNE1,CEBPA,CXCL10,IRAK3,PER1,PER2,S100A9,SOCS3,TNF,TP53,VEGFA	 
BTNL2	 	transmembrane receptor	 	0.302	 	3.57E-02	1.10E-01	Apol9a/Apol9b,FGR,GBP4,GJB2,LDLRAD4,PHLPP1,TNF,TNFRSF1B,TNFSF10,XDH,YPEL2	 
IL15	 	cytokine	Activated	2.437	bias	3.62E-02	1.11E-01	Ccl2,CCND1,CCR2,CDKN1A,CEBPB,CXCL2,IRF1,THPO,TNF,TNFRSF1A	 
PKD1	 	ion channel	 	-0.354	 	3.68E-02	1.13E-01	AXL,Ccl2,CCN2,CDKN1A,CXCL2,CYP8B1,DENND2B,EGFR,EIF3A,FOXO1,G6PC,KRT18,MID1,MYC,ODF3B,PCK1,PDCL,PPRC1,PSEN1,RASSF6,RGS3,RPS6KA5,SYNE1,SYNJ2	 
MTORC1	 	complex	 	0.930	bias	3.76E-02	1.15E-01	ATF4,FASN,HK2,HMGCR,NFIL3,PPARGC1A,TNF	 
GLI1	 	transcription regulator	 	 	 	3.86E-02	1.18E-01	Ccl2,CCND1,CSF1,PIM1,SOCS3	 
NOS3	 	enzyme	 	-0.739	 	3.90E-02	1.19E-01	ACTA1,Ccl2,CCN2,F3,ICAM1,TNF	 
ABCG1	 	transporter	Inhibited	-2.403	bias	3.90E-02	1.19E-01	Ccl2,CCL3L3,CXCL13,IL13RA1,IL1B,TNF	 
ICMT	 	enzyme	 	 	 	3.90E-02	1.19E-01	Ccl2,CDKN1A,GJA1,GNAT1,GNGT1,LMNB2	 
TFAP2C	 	transcription regulator	 	1.516	 	3.90E-02	1.19E-01	CCN2,DYRK2,EGFR,NRP1,SFTPD,TACC1	 
MKNK1	 	kinase	 	1.387	bias	3.93E-02	1.19E-01	BAG3,FOS,IFIT2,ISG15,KIF5A,LCN2,NCDN,PTBP1,RAB3A,STRN4,THRA,TXNIP,USO1	 
GPS2	0.667	transcription regulator	 	-1.414	 	3.94E-02	1.19E-01	ABCA1,Ccl2,CCL3L3,DHRS3,FOXO1,RAB20,SGK1,TNF	 
YY1	 	transcription regulator	 	-0.508	 	3.98E-02	1.20E-01	ACTA1,ARID3A,ATF4,CDKN1A,CEBPB,DDIT4,EGR1,FOS,H2AX,ID2,ID3,JCHAIN,KIF5B,KLF2,LMNB1,NFKBIZ,POLK,PROX1,RND3,SFPQ,TGM2,TP53,TP53INP1,UNG,WSB1	 
GPRC6A	 	G-protein coupled receptor	 	 	 	4.01E-02	1.20E-01	EGR1,FOXO1,TNF	 
NQO2	 	enzyme	 	 	 	4.01E-02	1.20E-01	BIRC2,CCND1,CXCR4	 
SRC (family)	 	group	 	 	 	4.01E-02	1.20E-01	Ccl2,ICAM1,KLF2	 
RSPO1	 	other	 	 	 	4.01E-02	1.20E-01	AXIN2,MYC,RNF43	 
SRD5A2	 	enzyme	 	 	 	4.01E-02	1.20E-01	AKT1,G6PC,IRS2	 
NUPR1	 	transcription regulator	 	 	 	4.01E-02	1.20E-01	CDK2,Nes,TP53	 
NCF4	 	enzyme	 	 	 	4.01E-02	1.20E-01	IL1B,ST3GAL1,TNF	 
CXCR4	-2.022	G-protein coupled receptor	 	 	 	4.01E-02	1.20E-01	ID1,VEGFA,ZBTB16	 
BAP1	 	peptidase	 	 	 	4.01E-02	1.20E-01	Ccl2,CCN2,CXCL2	 
ACVRL1	 	kinase	 	 	 	4.01E-02	1.20E-01	ID1,SERPINE1,VEGFA	 
OSBPL8	 	transporter	 	 	 	4.01E-02	1.20E-01	ABCA1,HMGCR,SREBF1	 
KDR	 	kinase	 	 	 	4.01E-02	1.20E-01	Ccl2,CXCR4,VEGFA	 
TLR6	 	transmembrane receptor	 	 	 	4.01E-02	1.20E-01	ATF3,IL1B,TNF	 
KDM4A	0.534	transcription regulator	 	-1.980	 	4.19E-02	1.24E-01	CXCL10,Cxcl11,Cxcl9,PIM3	 
TIRAP	0.618	other	 	1.933	bias	4.19E-02	1.24E-01	CXCL10,CXCL2,ICAM1,TNF	 
VEGFB	 	growth factor	 	-1.980	bias	4.19E-02	1.24E-01	ATF3,ELOVL3,PDK4,PPARGC1A	 
NBEAL2	 	other	 	-1.982	 	4.19E-02	1.24E-01	CCL3L3,CXCL10,CXCL2,IRF8	 
APEX1	0.936	enzyme	 	-1.000	bias	4.19E-02	1.24E-01	ABCC1,EGR1,FOS,RGS4	 
BID	 	other	Activated	2.000	 	4.19E-02	1.24E-01	C3AR1,C5AR1,Ccl2,IL1B	 
ACE2	 	peptidase	Inhibited	-2.000	bias	4.19E-02	1.24E-01	Ccl2,IL1B,SERPINE1,TNF	 
SCP2	 	transporter	 	-0.415	 	4.19E-02	1.24E-01	HMGCR,LDLR,PCK1,SCARB1	 
IDH1	 	enzyme	 	0.130	 	4.23E-02	1.25E-01	ABCA1,ATF4,FASN,G6PC,HMGCR,PCK1,TP53	 
IL6ST	 	transmembrane receptor	 	1.387	 	4.23E-02	1.25E-01	CCND1,HPX,IL6R,MYC,STAT3,TNFRSF1A,TNFRSF1B	 
KCNE3	 	ion channel	 	 	 	4.33E-02	1.28E-01	CA8,CHKA,CISH,CSRNP1,CXCL13,JCHAIN,NFIL3,OSGIN1,PER1,PHLDA1	 
INSR	 	kinase	 	0.021	 	4.37E-02	1.29E-01	ACTA1,ARFGAP2,ATF3,Ccl2,CCND2,CCNG2,CDKN1A,CEBPA,CEBPZ,CERS6,DAG1,FASN,Foxn3,HMGCR,HPX,IL1B,INSIG2,IRS1,KIT,KLF10,LSS,MARCKSL1,MVD,NFKB2,PCK1,PDK4,PPARGC1A,RUVBL2,SCARB1,SEC14L2,SERPINE1,SGMS2,SLC39A7,SOCS3,SREBF1,TLR2,TNF,TNFRSF1A	 
mir-223	 	microRNA	 	0.763	 	4.37E-02	1.29E-01	C5AR1,CCND1,CCNE1,CSF1,FOXO1,ID2,IL1B,IL1RN,MCTP2,MLKL,MREG,PRTN3,RIPK1,S100A9,Serpina3g (includes others)	 
USP22	 	peptidase	 	1.633	bias	4.45E-02	1.31E-01	ADAR,CSF2RB,ITGAM,MRC1,MSR1,TNF	 
EIF2AK2	0.715	kinase	 	1.964	bias	4.51E-02	1.33E-01	BIRC2,CCND1,IL1B,MYC,STAT1	 
FASLG	 	cytokine	Activated	2.228	 	4.51E-02	1.33E-01	CXCL10,Cxcl9,EGR1,IL1B,TNF	 
MYRF	 	transcription regulator	 	-1.213	 	4.72E-02	1.38E-01	CCDC149,CCN2,CEACAM1,CHMP4C,GIMD1,LOXL4,PARP10,PDK4,RASSF6,SELENOI	 
RBL2	-0.486	other	 	 	 	4.74E-02	1.39E-01	CASP4,CCNE1,CDC25A,CDKN1A,DHFR,MYC,TNF	 
NRIP1	 	transcription regulator	 	1.949	 	4.74E-02	1.39E-01	CYP4B1,FASN,IL1B,PDK2,PDK4,THRSP,TNF	 
IL22	 	cytokine	 	-0.198	 	4.81E-02	1.41E-01	CCL3L3,CLDN1,CLDN2,CXCL10,CXCL2,Cxcl9,HSPA5,IL1B,SAA1	 
LYN	 	kinase	 	-1.497	 	4.81E-02	1.41E-01	C5AR1,Ccl2,CCL3L3,CSF1,EGR1,IL1B,STAT5A,STAT5B,TNF	 
DGCR8	 	enzyme	Inhibited	-2.137	 	4.83E-02	1.41E-01	CCND1,EGR1,ERBB3,FOS,GJA1,HES1,ID2,MYC	 
NR4A2	 	ligand-dependent nuclear receptor	 	0.539	 	4.83E-02	1.41E-01	HMOX1,IKZF4,LILRB4,PITX3,SESN3,SLC39A8,TSC22D3,ZBP1	 
IL18	 	cytokine	 	1.990	 	4.83E-02	1.41E-01	Ccl2,CCL3L3,CXCL10,ICAM1,IL1B,TAB2,TNF,VEGFA	 
CTNNB1	 	transcription regulator	 	1.052	 	4.86E-02	1.41E-01	ABCF3,AXIN2,BACE1,BHLHE40,BMP1,CCN2,CCND1,CCND2,CCNE1,CDKN1A,CEBPA,CELSR1,CLDN2,CTSF,Cxcl9,CYP8B1,EGFR,EGR1,ELOVL3,FASN,FZD7,G6PC,HES1,HK2,HMGCR,ID2,IL1B,IRF8,JAM2,JCHAIN,KIT,LAMB1,LIPA,MYC,PCK1,RAB3A,Saa3,SGK1,SLC25A46,SLC39A14,SMAD6,SPRY4,TNFRSF1B,TSEN2,USO1	 
HSF1	 	transcription regulator	 	-0.389	 	4.86E-02	1.41E-01	BAG3,CCN2,CCNE1,CEBPB,FASN,HDAC5,HSPH1,ICAM1,IL1B,PPARGC1A,SREBF1,STAG2,TNF	 
RARB	 	ligand-dependent nuclear receptor	Activated	3.047	 	5.94E-02	1.58E-01	CASP4,CPSF4L,DHRS3,GBP2,GBP6,Ifi47,IFIT1B,Igtp,Irgm1,SAA1,Saa3,SFTPD,STAT1	 
MYOCD	 	transcription regulator	Inhibited	-2.219	 	6.02E-02	1.58E-01	ATF4,EIF2AK3,GJA1,TP53,XBP1	 
CTCF	 	transcription regulator	Inhibited	-2.333	 	6.49E-02	1.69E-01	Ccl2,CCL3L3,CD14,CXCR4,EGR1,ITGA8,MYC,SGK1,SLC7A11,TLR2	 
MMP11	 	peptidase	Activated	2.000	 	7.06E-02	1.69E-01	ATF4,ATF6,IGFBP1,XBP1	 
OGA	 	enzyme	Activated	2.267	 	8.09E-02	1.71E-01	C3AR1,CAMK1D,CAVIN2,Ccl2,CCL3L3,CD14,Cd24a,CDKN1A,CEBPA,CEBPB,CSF2RB,HSD3B7,IFIT3,NPHS1,Saa3,SLAMF9,SOCS3,STAT1,STAT2,THRA	 
mir-130	 	microRNA	 	1.980	 	8.20E-02	1.73E-01	Ccl2,IL1B,MRC1,TNF	 
KRT17	 	other	Activated	2.236	 	8.74E-02	1.83E-01	CCL3L3,CXCL10,CXCL2,IL1B,TNF	 
PTPN22	 	phosphatase	 	-1.980	 	9.41E-02	1.95E-01	IL1B,ISG15,MRC1,TNF	 
CCN2	-2.328	growth factor	 	1.937	 	1.02E-01	2.05E-01	AKT1,CAVIN2,CCND1,HES1,MYC,SERPINE1,VEGFA	 
TNIP1	 	other	Inhibited	-2.200	 	1.09E-01	2.16E-01	CXCL2,IL1B,LCN2,S100A9,Saa3	 
TNFRSF1B	-0.879	transmembrane receptor	Activated	2.733	 	1.20E-01	2.35E-01	APCS,CXCL13,CXCL2,ICAM1,ITGB5,SAA1,SERPINE1,SOCS3,TNF	 
CTSS	 	peptidase	Activated	2.000	 	1.35E-01	2.55E-01	DAG1,IL1B,TNF,TNFSF10	 
PPIF	 	enzyme	Activated	2.111	 	1.37E-01	2.58E-01	Ccl2,CCR2,CXCL10,Cxcl11,CXCL2,Cxcl9,CXCR4,PDK4,RGS3,SPON2,TNF	 
RAC1	 	enzyme	Activated	2.000	 	1.50E-01	2.58E-01	AKT1,HMOX1,IL1B,ITGA6	 
BCL11B	 	transcription regulator	 	-1.908	 	1.58E-01	2.60E-01	Foxp1,ID2,IPMK,NRP1,RORA,TNF,ZBTB16	 
DICER1	 	enzyme	Inhibited	-2.922	 	1.58E-01	2.60E-01	ARID3A,AXIN2,CCND1,CCND2,CCR2,CDKN1A,CXCL10,Cxcl11,Cxcl9,EGR1,FOS,HES1,HMGCR,IL1B,IRF8,ITGA6,LRP5,MCAM,MYC,NPHS1,SERPINE1,SOCS3,TP53	 
NCOA3	 	transcription regulator	 	1.964	 	1.66E-01	2.72E-01	CEBPA,GJB2,HES1,IRF1	 
ADAM17	 	peptidase	 	1.960	 	1.99E-01	3.16E-01	ACTA1,CXCL2,SCARB1,TNF	 
CHADL	 	other	Inhibited	-2.000	 	1.99E-01	3.16E-01	Ccl2,CDKN1A,KLF2,STEAP4	 
IL2RG	 	transmembrane receptor	 	1.890	 	2.02E-01	3.21E-01	CXCL10,Cxcl9,IKBKE,ISG15,KLF2,STAT1,TNF	 
INPP5D	 	phosphatase	 	-1.776	 	2.88E-01	3.82E-01	CCND1,CCND2,Chil3/Chil4,TNF	 
