© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
TNFAIP2	1.819	other	 	0.000	4.10E-02	1.34E-01	CITED2,Cxcl11,IRF1,RBL1	 
FCER1A	 	transmembrane receptor	 	0.919	4.10E-02	1.34E-01	Ccl2,CCL3L3,CEBPA,TNF	 
IFNA4	 	cytokine	Activated	2.000	4.10E-02	1.34E-01	MAP3K8,Mx2,MYC,USP18	 
CAMP	 	other	 	-1.710	4.10E-02	1.34E-01	ICAM1,IL1B,MYD88,TNF	 
CNR2	 	G-protein coupled receptor	 	1.961	4.10E-02	1.34E-01	Ccl2,CCN2,IL1B,TNF	 
POU2F2	 	transcription regulator	 	 	4.10E-02	1.34E-01	BCL6,ELL2,LY6E,STAT3	 
PRKN	 	enzyme	 	-1.977	4.10E-02	1.34E-01	FUBP1,GLO1,IL1B,TNF	 
FOXM1	 	transcription regulator	 	-0.426	4.21E-02	1.37E-01	CCNF,CDH1,IKBKB,MYC,MYCN,NFKB2,PDGFA,STAT3,VEGFA,XRCC1	 
ZBTB7B	0.463	transcription regulator	 	-1.387	4.23E-02	1.38E-01	AHR,CCL3L3,DHRS9,ELOVL3,HMGCS1,NRP1,SFXN5,TNF	 
NANOG	 	transcription regulator	 	 	4.32E-02	1.40E-01	CBFA2T3,GCK,LAMA1,MYCN,RCAN1,TBX3	 
AMPK	 	complex	 	-1.875	4.34E-02	1.41E-01	ACO2,Ccl2,CDH1,CLDN1,CXCL10,FOXO3,TNF	 
LTBR	 	transmembrane receptor	 	-1.276	4.34E-02	1.41E-01	CXCL13,ICAM1,LIPC,NFKB2,PCDH17,PRNP,TNF	 
TYROBP	 	transmembrane receptor	 	 	4.34E-02	1.41E-01	IL18,IL1B,PLEK,SAMSN1,SFT2D2,TNF,TNFRSF1B	 
MAPK1	 	kinase	 	-0.832	4.48E-02	1.45E-01	CCL3L3,CISH,FOSL2,GBP5,GNG2,LAD1,LZTS2,NRN1,NRP1,PTGER2,PTPRK,RGS16,SOCS2,SRF,TNFRSF1B	 
RHO	 	G-protein coupled receptor	 	1.066	4.48E-02	1.45E-01	ACADM,AQP1,CEBPB,GNAT1,HMGB2,KCNB1,NCAM1,SGK1,TNFAIP3	 
GPRC6A	 	G-protein coupled receptor	 	 	4.64E-02	1.47E-01	FOXO1,PNPLA2,TNF	 
BPIFA1	 	other	 	 	4.64E-02	1.47E-01	CXCL2,CXCL3,IL1B	 
TRPM8	 	ion channel	 	 	4.64E-02	1.47E-01	CIRBP,HSPA1A/HSPA1B,RBM3	 
MAPK13	 	kinase	 	 	4.64E-02	1.47E-01	IL1B,MAP3K8,TNF	 
TRPM2	 	ion channel	 	 	4.64E-02	1.47E-01	CXCL3,IL1B,TNF	 
TGIF1	 	transcription regulator	 	 	4.64E-02	1.47E-01	CXCL2,CXCL3,IL1B	 
PDK2	 	kinase	 	 	4.64E-02	1.47E-01	Chil3/Chil4,IL1B,TNF	 
SMURF1	-0.659	enzyme	 	 	4.64E-02	1.47E-01	CXCL10,IRF1,SMAD6	 
NCF4	 	enzyme	 	 	4.64E-02	1.47E-01	IL1B,ST3GAL1,TNF	 
ANGPT1	 	growth factor	 	 	4.64E-02	1.47E-01	ADAMTS1,ADAMTS4,COL3A1	 
BAP1	 	peptidase	 	 	4.64E-02	1.47E-01	Ccl2,CCN2,CXCL2	 
ACVRL1	0.735	kinase	 	 	4.64E-02	1.47E-01	PLAUR,SERPINE1,VEGFA	 
LCP2	 	other	 	 	4.64E-02	1.47E-01	ID3,NRP1,THPO	 
HOXA4	 	transcription regulator	 	 	4.64E-02	1.47E-01	CCN2,CCNE1,MYC	 
OSBPL8	 	transporter	 	 	4.64E-02	1.47E-01	CYP7A1,LIPC,SREBF1	 
TLR6	 	transmembrane receptor	 	 	4.64E-02	1.47E-01	ATF3,IL1B,TNF	 
BHLHA15	 	transcription regulator	 	 	4.64E-02	1.47E-01	GJB2,ITPR3,STAT3	 
BRD2	 	kinase	 	 	4.64E-02	1.47E-01	Ccl2,IL1B,TNF	 
PARK7	 	enzyme	 	 	4.64E-02	1.47E-01	Ccl2,CCL3L3,IL1B	 
GSK3B	 	kinase	Activated	2.156	4.71E-02	1.49E-01	BCL2A1,BIRC2,Ccl2,IL1B,LCN2,MYC,NFKBIZ,TNF	 
PRKCD	-0.641	kinase	 	0.692	4.89E-02	1.54E-01	Ccl2,CCNE1,CEBPB,IL1B,NR0B2,TNF,VEGFA	 
NCOR1	 	transcription regulator	 	-1.982	4.89E-02	1.54E-01	BCL3,CEBPA,CXCL10,CYP7A1,ELOVL3,MYD88,STAT2	 
IRF4	 	transcription regulator	 	-1.173	4.89E-02	1.54E-01	Ccl2,CXCL3,IL17RA,IL1RN,RORA,TNF,XBP1	 
MALAT1	0.849	other	 	-0.318	4.94E-02	1.55E-01	CA3,Ccl2,CIDEC,Neat1,SELE,SRF	 
NBEAL2	 	other	 	-1.982	5.02E-02	1.57E-01	CCL3L3,CXCL10,CXCL2,CXCL3	 
BID	 	other	Activated	2.000	5.02E-02	1.57E-01	C3AR1,C5AR1,Ccl2,IL1B	 
TLR7	 	transmembrane receptor	Activated	2.375	5.29E-02	1.64E-01	Apol9a/Apol9b,ATF3,BANK1,BCL2A1,Ccl2,CEBPB,CXCL2,CXCL3,ETS2,IRF1,JUNB,RGS4,SLC12A3,STAT2,TNF,TNFAIP3	 
EPAS1	 	transcription regulator	 	1.964	5.50E-02	1.69E-01	ACLY,ARG2,CEBPA,CEBPB,CITED2,CXCL2,HMGCS1,ITGB3,SLC40A1,SREBF1,VEGFA	 
NCF1	 	enzyme	 	1.948	5.55E-02	1.70E-01	Ccl2,CD14,HMOX1,ICAM1,TNF	 
PHF12	 	transcription regulator	Inhibited	-2.449	5.63E-02	1.70E-01	DDX56,GTPBP4,NOP2,RNASEL,RRP9,RRS1	 
THRB	 	ligand-dependent nuclear receptor	Inhibited	-2.458	5.77E-02	1.70E-01	BCL3,Ccl2,CCN4,CCNE1,CXCL10,Cxcl11,CXCL2,CXCL3,CYP7A1,FDPS,FZD6,FZD7,G6PC,HEXIM1,IGFBP2,MAPK14,MYC,PER1,STAT5B,TLR2,TNF,WNT5B	 
CLEC7A	 	transmembrane receptor	 	1.916	6.03E-02	1.70E-01	CCL3L3,CXCL2,IL1B,TNF	 
CD200	 	other	 	-1.976	6.03E-02	1.70E-01	CCL3L3,IL1B,TLR2,TNF	 
GJA1	 	transporter	Activated	2.000	6.03E-02	1.70E-01	FOXO1,GJB2,IL1B,TNF	 
CSF3	 	cytokine	 	1.982	6.03E-02	1.70E-01	CXCL2,CXCL3,MMP8,STAT3	 
USP18	0.844	peptidase	 	-1.982	6.03E-02	1.70E-01	Ccl2,CCL3L3,CXCL10,SOCS3	 
NFKBIZ	2.305	transcription regulator	 	1.939	6.03E-02	1.70E-01	Ccl2,CXCL3,LCN2,S100A9	 
PARP1	 	enzyme	Activated	2.480	6.48E-02	1.80E-01	Ccl2,COL3A1,CXCL10,CXCL3,GBP6,HMOX1,ICAM1,IL1B,TNF	 
SPARC	 	other	 	1.941	6.58E-02	1.83E-01	ACOT2,ARG2,ATM,BLM,CDH1,CIDEC,CLDN1,CYP1A1,LOXL4,NDRG1,PER2,SERPINA7,SYDE2	 
RUNX1	 	transcription regulator	 	1.960	6.71E-02	1.86E-01	AQP1,CEBPA,EBNA1BP2,EVI5,GNL3,ID2,IL1B,MAP3K6,MYBBP1A,MYC,NOP2,PLEK,PPAN,RRP9,STAT3,TSPAN33	 
G protein alphai	 	group	Activated	2.538	7.01E-02	1.94E-01	ADAMTS1,ATF3,CXCL10,FOSL2,GBP5,GBP6,PMVK,SOCS3,TGM1,USP18	 
POU5F1	 	transcription regulator	 	1.948	7.01E-02	1.94E-01	BTG1,CBFA2T3,GCK,GM2A,LDHA,MYCN,PFKL,RCAN1,SOCS3,TBX3	 
TRAIP	 	enzyme	 	-1.960	7.15E-02	1.94E-01	CXCL13,IL1A,IL1B,TNF	 
CSF1R	 	kinase	Activated	2.000	7.15E-02	1.94E-01	CCL3L3,CSF1,IL1A,MYC	 
EIF2AK4	 	kinase	Inhibited	-2.201	7.34E-02	1.94E-01	ATP2A2,CHAC1,CYP2C18,IL1B,TNF	 
CTCF	 	transcription regulator	Inhibited	-2.333	8.78E-02	1.98E-01	Ccl2,CCL3L3,Ccl9,CD14,CD83,ITGA8,MYC,NCAM1,SGK1,TLR2	 
Tgf beta	 	group	Inhibited	-2.219	9.42E-02	2.10E-01	CXCL10,CXCL3,IL1RN,NOX4,TNF	 
ADAM12	 	peptidase	 	1.841	9.42E-02	2.10E-01	Ccl2,Ccl9,CCN2,CEBPB,IGFBP5,JUNB,LAMB3,LOXL4,NID2,SERPINE1	 
DUSP11	 	phosphatase	 	-1.987	9.67E-02	2.14E-01	GBP6,IL1B,TNF,USP18	 
ALDH2	 	enzyme	 	1.982	9.67E-02	2.14E-01	GCLC,GSTA3,Gsta4,GSTA5	 
Ifnar	 	group	Activated	3.322	9.96E-02	2.20E-01	Ccl2,CXCL10,IL1B,IRF1,IRF9,Mx2,MYD88,NLRP3,STAT2,TLR2,TNF,USP18	 
TEAD4	 	transcription regulator	 	-1.964	1.30E-01	2.66E-01	CBFA2T3,CEBPA,CIDEC,FGFR2,JUNB,RCAN1	 
TRAF6	 	enzyme	Activated	2.195	1.30E-01	2.66E-01	Ccl2,CXCL13,ICAM1,IL1B,TNF	 
SPIB	 	transcription regulator	 	1.897	1.47E-01	2.87E-01	ARHGAP6,ATF3,DLL1,HSPA1A/HSPA1B,Hspa1b,KDM6B,KLF6,NAV2,PRDX4,PTPRF,ZC3H13	 
IRF7	 	transcription regulator	Activated	2.351	1.54E-01	2.87E-01	Ccl2,CCRL2,CXCL10,GBP5,IL1A,Mx2,STAT2,TPST1,USP18	 
MYCN	-6.654	transcription regulator	 	-1.997	1.57E-01	2.87E-01	FGFR2,FOXA2,GATA4,GATA6	 
MIF	 	cytokine	Activated	2.932	1.64E-01	2.89E-01	Ccl2,CXCL2,CXCL3,DUSP1,ICAM1,IL17RA,IL1B,SREBF1,TNF	 
LRP6	 	transmembrane receptor	 	-1.959	1.74E-01	3.01E-01	G6PC,IL1B,LEPR,TNF	 
Hbb-b2	 	other	Activated	2.000	1.92E-01	3.28E-01	Ccl2,CEBPA,CXCL10,IL1B,TFRC,TLR2	 
IHH	 	enzyme	 	-1.980	1.92E-01	3.28E-01	Ccl2,CXCL10,NR2F2,TNF	 
BHLHE40	 	transcription regulator	 	1.786	2.21E-01	3.57E-01	CCN4,Cd24a,CXCL3,DMBT1,FABP2,IL6R,KRT18,NLRP3,PHLDA1,RND3,SH3PXD2A,SREBF1	 
BAK1	 	other	 	1.980	2.47E-01	3.73E-01	CXCL10,DNAJB2,TNF,XBP1	 
LCK	 	kinase	Activated	2.219	2.49E-01	3.74E-01	CISH,EIF6,MYC,SFPQ,XPO1	 
PTGER2	-1.605	G-protein coupled receptor	Activated	3.088	2.63E-01	3.94E-01	Ccl2,CCL3L3,CDH1,CXCL10,FPR1,IL1A,IL1B,NFKBID,PIM1,TNF	 
MLXIPL	 	transcription regulator	Inhibited	-2.787	2.90E-01	4.13E-01	ACLY,ACSS2,Ccl2,CEBPA,CIDEC,G6PC,PCK1,PNPLA2,PYGL,RGS16,SLC2A2,SREBF1,TKT,TXNIP	 
IRF5	 	transcription regulator	Activated	2.147	3.16E-01	4.31E-01	COL3A1,CXCL10,CXCL2,STAT2,TNF	 
CYP19A1	 	enzyme	Activated	2.343	3.17E-01	4.32E-01	ACADM,CD14,CXCL10,CYP7A1,FKBP5,IRS1,OSMR,STEAP4,TGM1	 
RICTOR	 	other	Inhibited	-2.472	3.17E-01	4.33E-01	COX10,G6PC,GCK,IGFBP1,LEPR,LHPP,NDUFS6,PPA1,PRKCA,PSMA7,PSMB4,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMD12,PSMD3,PSMD4,PSMD6,RGS16,SGK1,SLC25A47,SREBF1,SUCNR1	 
IL15	 	cytokine	 	1.818	3.26E-01	4.43E-01	Ccl2,CEBPB,CXCL2,IRF1,THPO,TNF,TNFRSF1A	 
GATA2	 	transcription regulator	Activated	2.840	3.40E-01	4.56E-01	Ccl2,CCL3L3,CEBPA,CXCL10,CXCL2,DMBT1,EVI5,F2R,HHEX,HMOX1,HNF4A,ICAM1,LCN2,MAT1A,PRTN3,Retnlg,S100A8,S100A9,SUCNR1,TFRC,TGM2,TNF,TUBA8,UGT2B7	 
FLI1	 	transcription regulator	 	1.980	4.04E-01	5.02E-01	Ccl2,CXCL10,HSPA8,NOL6	 
TIMP3	 	other	Inhibited	-2.000	4.04E-01	5.02E-01	SERPINE1,SMAD6,STAT3,TNF	 
ASCL1	 	transcription regulator	 	1.951	4.54E-01	5.42E-01	CCNG2,CDK2,DLL1,EPHA2,ID3,PROX1,SEMA6B	 
Interferon alpha	 	group	 	1.944	4.63E-01	5.42E-01	CXCL10,IRF1,RNF31,USP18	 
Cdc42	 	enzyme	 	-1.964	4.82E-01	5.63E-01	Ccl2,CEBPA,CSF1,TNF	 
ZNF106	 	other	Inhibited	-2.000	5.19E-01	5.91E-01	CXCL10,HSPB1,S100A8,SERPINA3	 
TSHZ3	 	transcription regulator	 	-1.982	1.00E00	1.00E00	ADCY1,FOSL2,TXNIP,ZNF616	 
IL2RG	 	transmembrane receptor	Activated	2.000	1.00E00	1.00E00	BCL6,CXCL10,SESN1,TNF	 
RGS4	-1.918	enzyme	 	1.890	1.00E00	1.00E00	4632404H12Rik,CELA1,HEATR5B,NUP210,PYGL,TFRC,UGCG	 
EIF4E	 	translation regulator	Activated	2.219	1.00E00	1.00E00	BIRC2,C3AR1,Ccl2,Ccl9,IL1A,TNF	 
